Pris,Boligtype,Eieform bolig,Soverom,Primærrom,Bruksareal,Etasje,Byggeår,Energimerking,URL,ID,Dager siden annonse,Nybygg,Fylke,Omkostninger,Totalpris,Kommunale avg.,Formuesverdi,Tomteareal,Aircondition,Alarm,Balkong/Terrasse,Takterasse,Barnevennlig,Bredbåndstilknytning,Fellesvaskeri,Garasje/P-plass,Heis,Ingen gjenboerer,Kabel-TV,Lademulighet,Livsløpsstandard,Moderne,Offentlig vann/kloakk,Parkett,Peis/Ildsted,Rolig,Sentralt,Utsikt,Vaktmester-/vektertjeneste,Bademulighet,Fiskemulighet,Turterreng
2650000,Leilighet,Andel,3,116,120,,2021,C - rød,https://www.finn.no/realestate/homes/ad.html?finnkode=245956807,245956807,"2 days, 0:00:00",0,Trøndelag,960,6428924,,,1462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,2021,,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=225859759&location=0.20016&page=2&sort=PUBLISHED_DESC,225859759,0,1,Trøndelag,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7200000.0,Leilighet,Eier (Selveier),3,110.5,,,2021,,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=223523485&location=0.20016&page=2&sort=PUBLISHED_DESC,223523485,"2 days, 0:00:00",1,Trøndelag,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980000.0,Leilighet,Andel,2.0,71.5,,,2021,,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=236640327&location=0.20016&page=2&sort=PUBLISHED_DESC,236640327,"2 days, 0:00:00",1,Trøndelag,,,,,,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
3290000.0,Leilighet,Eier (Selveier),1.5,53.0,,,2021,,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=193359098&location=0.20016&page=2&sort=PUBLISHED_DESC,193359098,"2 days, 0:00:00",1,Trøndelag,1259015920,16025905005890,,,,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
2740000.0,Leilighet,Eier (Selveier),2,73,,,2021,,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=200217756&location=0.20016&page=2&sort=PUBLISHED_DESC,200217756,"2 days, 0:00:00",1,Trøndelag,11842,27018422801842,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9995000,Leilighet,Eier (Selveier),3,104,104,8.,2021,,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=245688309&location=0.20016&page=2&sort=PUBLISHED_DESC,245688309,"2 days, 0:00:00",1,Trøndelag,52703,10047703,,,,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
1156000,,,,69,,,2021,,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=242655913&location=0.20016&page=2&sort=PUBLISHED_DESC,242655913,0,1,Trøndelag,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,2021,,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=242629918&location=0.20016&page=2&sort=PUBLISHED_DESC,242629918,0,1,Trøndelag,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,2021,,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=242629743&location=0.20016&page=2&sort=PUBLISHED_DESC,242629743,0,1,Trøndelag,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1860000.0,Leilighet,Andel,3,84.5,,,2021,,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=174629683&location=0.20016&page=2&sort=PUBLISHED_DESC,174629683,"3 days, 0:00:00",1,Trøndelag,16460,37064603766460,,,,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1
2498000,Tomannsbolig,Eier (Selveier),1,48,,,2021,,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=180757730&location=0.20016&page=2&sort=PUBLISHED_DESC,180757730,"3 days, 0:00:00",1,Trøndelag,87528872,25067522506872,,,,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3898000,Rekkehus,Eier (Selveier),3,94,,,2021,,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=164879082&location=0.20016&page=2&sort=PUBLISHED_DESC,164879082,"3 days, 0:00:00",1,Trøndelag,13752,3911752,,,,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
4970000,Enebolig,Eier (Selveier),4,148,,,2021,,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=174611712&location=0.20016&page=2&sort=PUBLISHED_DESC,174611712,"3 days, 0:00:00",1,Trøndelag,1884220092,49888424990092,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4150000,Leilighet,Eier (Selveier),3,107,,,2021,,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=220173282&location=0.20016&page=2&sort=PUBLISHED_DESC,220173282,"3 days, 0:00:00",1,Trøndelag,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3190000,Rekkehus,Eier (Selveier),4,104,,,2021,,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=97371962&location=0.20016&page=2&sort=PUBLISHED_DESC,97371962,"3 days, 0:00:00",1,Trøndelag,7342,3197342,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3745000.0,Leilighet,Eier (Selveier),2,54.5,,,2021,,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=220188068&location=0.20016&page=2&sort=PUBLISHED_DESC,220188068,"3 days, 0:00:00",1,Trøndelag,1084011770,35812903931770,,,,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4820000.0,,,,100.0,,,2021,,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=239199923&location=0.20016&page=2&sort=PUBLISHED_DESC,239199923,0,1,Trøndelag,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1690000,Leilighet,Andel,0,23,23,6,2005,C - mørkegrønn,https://www.finn.no/realestate/homes/ad.html?finnkode=245653666,245653666,"4 days, 0:00:00",0,Trøndelag,960,1945076,,,2301,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0
