Finn_bolig_endret
Boligtype;Eieform bolig;Soverom;Primærrom;Bruksareal;Etasje;Byggeår;Energimerking;Pris;URL;ID;Nybygg;Enhetsid;Solforhold;Utendørsareal;Tomteareal;Bruttoareal;Rom;Ant etasjer;Tomt;Renovert år;Areal;Boligselgerforsikring;Grunnflate;Festeavgift
Leilighet;Andel;2.0;78.5;;;2021;;6595000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=192293745&page=13&sort=PUBLISHED_DESC;192293745;1;;;;;;;;;;78.5;;;
Enebolig;Eier (Selveier);;187.0;;;2021;;5905000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=208463779&page=13&sort=PUBLISHED_DESC;208463779;1;;;;;;;;;;187.0;;;
Leilighet;Andel;2.0;80.5;;;2021;;6595000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=192304007&page=13&sort=PUBLISHED_DESC;192304007;1;;;;;;;;;;80.5;;;
Leilighet;Andel;02.mai;129.0;;;2021;;4667500.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=192231133&page=13&sort=PUBLISHED_DESC;192231133;1;;;;;;;;;;129.0;;;
Leilighet;Eier (Selveier);01.mai;57.5;;;2021;;4240000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=222433422&page=13&sort=PUBLISHED_DESC;222433422;1;;;;;;;;;;57.5;;;
Leilighet;Eier (Selveier);2.0;59.5;;;2021;;3895000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=211786101&page=13&sort=PUBLISHED_DESC;211786101;1;;;;;;;;;;59.5;;;
Leilighet;Eier (Selveier);01.mai;61.0;;;2021;;6850000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=195629975&page=13&sort=PUBLISHED_DESC;195629975;1;;;;;;;;;;61.0;;;
Leilighet;Eier (Selveier);3;97;;;2021;;4600000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=123841774&page=13&sort=PUBLISHED_DESC;123841774;1;;;;;;;;;;97;;;
Leilighet;Andel;;100.0;;;2021;;2093750.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=219091104&page=13&sort=PUBLISHED_DESC;219091104;1;;;;;;;;;;100.0;;;
Leilighet;Eier (Selveier);2.0;86.0;;;2021;;3900000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=141456383&page=13&sort=PUBLISHED_DESC;141456383;1;;;;;;;;;;86.0;;;
Leilighet;Eier (Selveier);02.mai;102.5;;;2021;;8070000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=222454502&page=13&sort=PUBLISHED_DESC;222454502;1;;;;;;;;;;102.5;;;
Leilighet;Eier (Selveier);02.mai;78.5;;;2021;;1840000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=77477929&page=13&sort=PUBLISHED_DESC;77477929;1;;;;;;;;;;78.5;;;
Leilighet;Eier (Selveier);3;108;;;2021;;6755000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=228723420&page=13&sort=PUBLISHED_DESC;228723420;1;;;;;;;;;;108;;;
Enebolig;Eier (Selveier);02.mai;86.0;;;2021;;3645000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=228738211&page=13&sort=PUBLISHED_DESC;228738211;1;;;;;;;;;;86.0;;;
Leilighet;Eier (Selveier);2;98.5;;;2021;;6020000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=228742365&page=13&sort=PUBLISHED_DESC;228742365;1;;;;;;;;;;98.5;;;
Tomannsbolig;Eier (Selveier);3;94;;;2021;;3249000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=208437870&page=13&sort=PUBLISHED_DESC;208437870;1;;;;;;;;;;94;;;
Leilighet;Eier (Selveier);02.mai;94.0;;;2021;;3882500.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=208457166&page=13&sort=PUBLISHED_DESC;208457166;1;;;;;;;;;;94.0;;;
Leilighet;Eier (Selveier);02.mai;100.0;;;2021;;7050000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=192269499&page=13&sort=PUBLISHED_DESC;192269499;1;;;;;;;;;;100.0;;;
Rekkehus;Eier (Selveier);3;120.0;;;2021;;4290000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=139237205&page=13&sort=PUBLISHED_DESC;139237205;1;;;;;;;2;;;120.0;;;
Leilighet;Eier (Selveier);2.0;79.0;;;2021;;5730000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=182838289&page=13&sort=PUBLISHED_DESC;182838289;1;;;;;;;;;;79.0;;;
Leilighet;Eier (Selveier);01.mai;55.0;;;2021;;2175000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=158886719&page=13&sort=PUBLISHED_DESC;158886719;1;;;;;;;;;;55.0;;;
Enebolig;Eier (Selveier);3.0;136.0;;;2021;;6800000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=232113674&page=13&sort=PUBLISHED_DESC;232113674;1;;;;;;;;;;136.0;;;
Leilighet;Eier (Selveier);02.mai;77.5;;;2021;;4775000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=222438283&page=13&sort=PUBLISHED_DESC;222438283;1;;;;;;;;;;77.5;;;
Leilighet;Eier (Selveier);2;65;;;2021;;3173000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=190868999&page=13&sort=PUBLISHED_DESC;190868999;1;;;;;;;1;;;65;;;
Leilighet;Eier (Selveier);02.mai;76.0;;;2021;;4445000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=199057423&page=13&sort=PUBLISHED_DESC;199057423;1;;;;;;;;;;76.0;;;
Tomannsbolig;Eier (Selveier);4;103;;;2021;;3590000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=228779367&page=13&sort=PUBLISHED_DESC;228779367;1;;;;;;;;;;103;;;
Leilighet;Eier (Selveier);1;51;;;2021;;2450000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=206191059&page=13&sort=PUBLISHED_DESC;206191059;1;;;;;;;;;;51;;;
Leilighet;Eier (Selveier);02.mai;127.5;;;2021;;15995000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=222410993&page=13&sort=PUBLISHED_DESC;222410993;1;;;;;;;;;;127.5;;;
Leilighet;Eier (Selveier);02.mai;94.0;;;2021;;5739000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=130641495&page=13&sort=PUBLISHED_DESC;130641495;1;;;;;;;;;;94.0;;;
Rekkehus;Eier (Selveier);3;104;;;2021;;3750000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=232088488&page=13&sort=PUBLISHED_DESC;232088488;1;;;;;;;;;;104;;;
Leilighet;Andel;2;89.5;;;2021;;3770000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=208426056&page=13&sort=PUBLISHED_DESC;208426056;1;;;;;;;8;;;89.5;;;
Leilighet;Eier (Selveier);01.mai;51.5;;;2021;;2970000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=228763619&page=13&sort=PUBLISHED_DESC;228763619;1;;;;;;;;;;51.5;;;
Leilighet;Eier (Selveier);02.mai;109.5;;;2021;;9522500.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=205184795&page=13&sort=PUBLISHED_DESC;205184795;1;;;;;;;;;;109.5;;;
Leilighet;Eier (Selveier);02.mai;96.5;;;2021;;4570000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=182839248&page=13&sort=PUBLISHED_DESC;182839248;1;;;;;;;6;;;96.5;;;
Leilighet;Andel;02.mai;87.0;;;2021;;2370000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=208437978&page=13&sort=PUBLISHED_DESC;208437978;1;;;;;;;;;;87.0;;;
Rekkehus;Eier (Selveier);3;108.5;;;2021;;4090000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=232123703&page=13&sort=PUBLISHED_DESC;232123703;1;;;;;;;;;;108.5;;;
Andre;Eier (Selveier);2;74;;;2021;;3117000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=208432056&page=13&sort=PUBLISHED_DESC;208432056;1;;;;;;;;;;74;;;
Rekkehus;Eier (Selveier);2;73;;;2021;;2890000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=205145808&page=13&sort=PUBLISHED_DESC;205145808;1;;;;;;;;;;73;;;
Enebolig;Eier (Selveier);4;185;;;2021;;11398000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=132762783&page=13&sort=PUBLISHED_DESC;132762783;1;;;;;;;;;;185;;;
Leilighet;Eier (Selveier);2;68;;;2021;;2750000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=156244376&page=13&sort=PUBLISHED_DESC;156244376;1;;;;;;;;;;68;;;
Enebolig;Eier (Selveier);4;223;;;2021;;7975000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=145502425&page=13&sort=PUBLISHED_DESC;145502425;1;;;;;;;;;;223;;;
Leilighet;Eier (Selveier);3;110;;;2021;;5998000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=205470253&page=13&sort=PUBLISHED_DESC;205470253;1;;;;;;;2;;;110;;;
Leilighet;Eier (Selveier);2;87;;;2021;;6450000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=132990314&page=13&sort=PUBLISHED_DESC;132990314;1;;;;;;;;;;87;;;
Tomannsbolig;Eier (Selveier);4;127;;;2021;;4990000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=215532095&page=13&sort=PUBLISHED_DESC;215532095;1;;;;;;;;;;127;;;
Leilighet;Eier (Selveier);3;87;;;2021;;3495000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=208430935&page=13&sort=PUBLISHED_DESC;208430935;1;;;;;;;2;;;87;;;
Leilighet;Aksje;2;55;55;2;1934;F - oransje;4700000;https://www.finn.no/realestate/homes/ad.html?finnkode=238599856;238599856;0;;;;;;;;;;;;;
Tomannsbolig;Eier (Selveier);4;127;;;2021;;4990000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=215532095&page=14&sort=PUBLISHED_DESC;215532095;1;;;;;;;;;;127;;;
Leilighet;Eier (Selveier);3;87;;;2021;;3495000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=208430935&page=14&sort=PUBLISHED_DESC;208430935;1;;;;;;;2;;;87;;;
Leilighet;Eier (Selveier);1;71;;;2021;;3390000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=96178774&page=14&sort=PUBLISHED_DESC;96178774;1;;;;;;;;;;71;;;
Leilighet;Eier (Selveier);2;63;;;2021;;3390000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=232092733&page=14&sort=PUBLISHED_DESC;232092733;1;;;;;;;;;;63;;;
Leilighet;Eier (Selveier);4;131;;;2021;;11500000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=195658446&page=14&sort=PUBLISHED_DESC;195658446;1;;;;;;;;;;131;;;
Leilighet;Eier (Selveier);3;107.5;;;2021;;7740000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=164190454&page=14&sort=PUBLISHED_DESC;164190454;1;;;;;;;;;;107.5;;;
Enebolig;Eier (Selveier);4;140;;;2021;;6990000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=228755537&page=14&sort=PUBLISHED_DESC;228755537;1;;;;;;;;;;140;;;
Leilighet;Eier (Selveier);02.mai;88.5;;;2021;;6096289.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=182823920&page=14&sort=PUBLISHED_DESC;182823920;1;;;;;;;;;;88.5;;;
Rekkehus;Eier (Selveier);3;129;;;2021;;4623000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=190904558&page=14&sort=PUBLISHED_DESC;190904558;1;;;;;;;;;;129;;;
Leilighet;Andel;02.mai;104.0;;;2021;;8540000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=205131492&page=14&sort=PUBLISHED_DESC;205131492;1;;;;;;;;;;104.0;;;
Leilighet;Eier (Selveier);3.0;102.0;;;2021;;5975000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=199079003&page=14&sort=PUBLISHED_DESC;199079003;1;;;;;;;;;;102.0;;;
Enebolig;Eier (Selveier);4;140;;;2021;;4175000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=188015957&page=14&sort=PUBLISHED_DESC;188015957;1;;;;;;;;;;140;;;
Enebolig;Eier (Selveier);4;138;;;2021;;5350000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=215547664&page=14&sort=PUBLISHED_DESC;215547664;1;;;;;;;;;;138;;;
Leilighet;Eier (Selveier);2;93.5;;;2021;;8140000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=146244205&page=14&sort=PUBLISHED_DESC;146244205;1;;;;;;;;;;93.5;;;
Enebolig;Eier (Selveier);5;188;;;2021;;14250000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=228725314&page=14&sort=PUBLISHED_DESC;228725314;1;;;;;;;;;;188;;;
Leilighet;Eier (Selveier);02.mai;72.0;;;2021;;5590000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=219100610&page=14&sort=PUBLISHED_DESC;219100610;1;;;;;;;;;;72.0;;;
Leilighet;Eier (Selveier);2;110;;;2021;;6798000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=119991723&page=14&sort=PUBLISHED_DESC;119991723;1;;;;;;;4;;;110;;;
Leilighet;Eier (Selveier);2;114;;;2021;;6650000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=139242731&page=14&sort=PUBLISHED_DESC;139242731;1;;;;;;;;;;114;;;
Leilighet;Eier (Selveier);2;86;;;2021;;5495000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=125693049&page=14&sort=PUBLISHED_DESC;125693049;1;;;;;;;;;;86;;;
Enebolig;Eier (Selveier);3;130.0;;;2021;;6223250.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=182822764&page=14&sort=PUBLISHED_DESC;182822764;1;;;;;;;;;;130.0;;;
Leilighet;Eier (Selveier);02.mai;94.5;;;2021;;4070000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=199039358&page=14&sort=PUBLISHED_DESC;199039358;1;;;;;;;;;;94.5;;;
Enebolig;Eier (Selveier);3;176;;;2021;;7650000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=187283800&page=14&sort=PUBLISHED_DESC;187283800;1;;;;;;;;;;176;;;
Leilighet;Eier (Selveier);3;111;;;2021;;3390000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=232118850&page=14&sort=PUBLISHED_DESC;232118850;1;;;;;;;;;;111;;;
Leilighet;Eier (Selveier);2.0;87.5;;;2021;;4240000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=185645280&page=14&sort=PUBLISHED_DESC;185645280;1;;;;;;;;;;87.5;;;
Leilighet;Eier (Selveier);02.mai;116.5;;;2021;;6775000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=222468420&page=14&sort=PUBLISHED_DESC;222468420;1;;;;;;;;;;116.5;;;
Leilighet;Eier (Selveier);;91.0;;;2021;;7590000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=219117910&page=14&sort=PUBLISHED_DESC;219117910;1;;;;;;;;;;91.0;;;
Tomannsbolig;Eier (Selveier);4;109;;;2021;;4075000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=222403612&page=14&sort=PUBLISHED_DESC;222403612;1;;;;;;;;;;109;;;
Rekkehus;Eier (Selveier);3;160;;;2021;;7195000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=195656696&page=14&sort=PUBLISHED_DESC;195656696;1;;;;;;;;;;160;;;
Leilighet;Eier (Selveier);02.mai;72.0;;;2021;;3090000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=205146488&page=14&sort=PUBLISHED_DESC;205146488;1;;;;;;;;;;72.0;;;
Leilighet;Eier (Selveier);2;53;53;7;1940;E - gul;4200000;https://www.finn.no/realestate/homes/ad.html?finnkode=238536791;238536791;0;;;;;;;;;;;;;
Rekkehus;Eier (Selveier);3;97;102;;2018;;2690000;https://www.finn.no/realestate/homes/ad.html?finnkode=238739546;238739546;0;;;;;;;;Eiet;;;;;
Leilighet;Aksje;1;57;59;2;1926;D - lysegrønn;4900000;https://www.finn.no/realestate/homes/ad.html?finnkode=238770372;238770372;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);5;228;233;;1910;;6700000;https://www.finn.no/realestate/homes/ad.html?finnkode=236210176;236210176;0;;;;1064;265;;;;;;;;
Leilighet;Eier (Selveier);2;70;75;2;2019;;2930000;https://www.finn.no/realestate/homes/ad.html?finnkode=238764176;238764176;0;;;;4200;;;;;;;;;
Leilighet;Eier (Selveier);3;104;109;5.;2021;;6900000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=238763506&page=14&sort=PUBLISHED_DESC;238763506;1;B52;;;;;4;1;;;;;;
Enebolig;Eier (Selveier);4;200;260;3;1956;;2300000;https://www.finn.no/realestate/homes/ad.html?finnkode=237756953;237756953;0;;;;;;;;;2000;;;;
Leilighet;Andel;2;80;80;2;1984;F - oransje;7200000;https://www.finn.no/realestate/homes/ad.html?finnkode=238762722;238762722;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);2;73;75;6;1998;C - rød;8290000;https://www.finn.no/realestate/homes/ad.html?finnkode=238398557;238398557;0;;;;;;;;;;;;;
Tomannsbolig;Eier (Selveier);3;100;147;;1982;;1400000;https://www.finn.no/realestate/homes/ad.html?finnkode=238545388;238545388;0;;;;323;;4;;;;;;;
Leilighet;Andel;3;70;70;1;1958;G - mørkegrønn;3800000;https://www.finn.no/realestate/homes/ad.html?finnkode=238747778;238747778;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);4;;885;;;;35000000;https://www.finn.no/realestate/homes/ad.html?finnkode=238758640;238758640;0;;;;2261;;8;;;;;;;
Leilighet;Andel;1;55;55;2;1941;F - mørkegrønn;3900000;https://www.finn.no/realestate/homes/ad.html?finnkode=238758545;238758545;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);1;47;47;5;2021;C - mørkegrønn;5390000;https://www.finn.no/realestate/homes/ad.html?finnkode=238743233;238743233;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);2;85;87;2;1951;F - rød;8500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238757111;238757111;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);4;167;186;;1964;G - rød;9980000;https://www.finn.no/realestate/homes/ad.html?finnkode=238757182;238757182;0;;;;;;6;;;;;;;
Leilighet;Andel;2;67;67;2;1956;G - oransje;1650000;https://www.finn.no/realestate/homes/ad.html?finnkode=238753351;238753351;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);;172;186;;1975;F - gul;4930000;https://www.finn.no/realestate/homes/ad.html?finnkode=234722444;234722444;0;;;;962;207;;;;;;;;
Leilighet;Andel;3;96;102;4;1980;F - rød;8800000;https://www.finn.no/realestate/homes/ad.html?finnkode=238752409;238752409;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);2;63;63;2;1850;G - rød;5200000;https://www.finn.no/realestate/homes/ad.html?finnkode=238211121;238211121;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);2;60;66;3;1949;G - rød;4500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238292472;238292472;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);3;165;196;;2021;C - rød;13500000;https://www.finn.no/realestate/homes/ad.html?finnkode=236226939;236226939;0;;;;1474;;;;;;;;;
Leilighet;Andel;2;73;82;3;1969;;3190000;https://www.finn.no/realestate/homes/ad.html?finnkode=238492933;238492933;0;;;;;;3;;;;;;;
Leilighet;Aksje;2;55;55;2;1934;F - oransje;4700000;https://www.finn.no/realestate/homes/ad.html?finnkode=238599856;238599856;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);1;45;45;2;2017;D - mørkegrønn;3900000;https://www.finn.no/realestate/homes/ad.html?finnkode=238717470;238717470;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);3;118;199;2;1975;;1700000;https://www.finn.no/realestate/homes/ad.html?finnkode=236637445;236637445;0;;;;997;;;;;;;;;
Enebolig;Eier (Selveier);4;103;153;;1950;;1950000;https://www.finn.no/realestate/homes/ad.html?finnkode=238702821;238702821;0;;;;563;;;;;;;;;
Leilighet;Andel;1;39;39;7;2006;D - rød;1950000;https://www.finn.no/realestate/homes/ad.html?finnkode=238421263;238421263;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);2;79;84;4;2008;D - mørkegrønn;5250000;https://www.finn.no/realestate/homes/ad.html?finnkode=238503886;238503886;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);3;82;82;3;1955;G - mørkegrønn;3500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238739736;238739736;0;;;;;;;;;;;;;
Leilighet;Andel;1;42;42;1;1927;G - oransje;3750000;https://www.finn.no/realestate/homes/ad.html?finnkode=238738432;238738432;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);4;163;163;;1935;G - rød;15500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238737164;238737164;0;;;;;;6;;;;;;;
Leilighet;Andel;02.mai;117.0;;;2021;;2262500.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=238736556&page=15&sort=PUBLISHED_DESC;238736556;1;;;;;;;;;;117.0;;;
Leilighet;Andel;2;67;67;4;1955;F - gul;4100000;https://www.finn.no/realestate/homes/ad.html?finnkode=238481104;238481104;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);3;85;85;6;2005;D - rød;8250000;https://www.finn.no/realestate/homes/ad.html?finnkode=238490876;238490876;0;;;;;;;;;;;;;
Leilighet;Andel;02.mai;85.5;;;2021;;1400000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=238735995&page=15&sort=PUBLISHED_DESC;238735995;1;;;;;;;;;;85.5;;;
Leilighet;Eier (Selveier);2.0;99.5;;;2021;;4425000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=238735236&page=15&sort=PUBLISHED_DESC;238735236;1;;;;;;;;;;99.5;;;
Rekkehus;Andel;03.mai;110.0;;;2021;;1496000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=238733351&page=15&sort=PUBLISHED_DESC;238733351;1;;;;;;;;;;110.0;;;
Leilighet;Aksje;1;71;71;3;1960;G - mørkegrønn;7350000;https://www.finn.no/realestate/homes/ad.html?finnkode=238732502;238732502;0;;;;;;;;;;;;;
Leilighet;Aksje;1;;71;3;2021;;;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=231911316&page=15&sort=PUBLISHED_DESC;231911316;1;;;;;;;;;;;;;
Leilighet;Eier (Selveier);3;119;119;3;1894;G - oransje;10500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238726943;238726943;0;;;;;;;;;;;;;
Tomannsbolig;Eier (Selveier);3;138;155;;1967;F - gul;5400000;https://www.finn.no/realestate/homes/ad.html?finnkode=232615733;232615733;0;;;;;;4;;;;;;;
Leilighet;Eier (Selveier);1;58;58;2;1989;D - rød;3590000;https://www.finn.no/realestate/homes/ad.html?finnkode=238669236;238669236;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);1;66.5;58;2;2021;;2830000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=228231164&page=15&sort=PUBLISHED_DESC;228231164;1;;;;;;;;;;;;;
Leilighet;Eier (Selveier);1;65.0;58;2;2021;;2365000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=211539819&page=15&sort=PUBLISHED_DESC;211539819;1;;;;;;;;;;;;;
Leilighet;Eier (Selveier);2;104;104;1;1997;F - rød;6200000;https://www.finn.no/realestate/homes/ad.html?finnkode=236404598;236404598;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);3;190;190;;1955;;5800000;https://www.finn.no/realestate/homes/ad.html?finnkode=238721885;238721885;0;;;;617;270;;;;;;;;
Leilighet;Eier (Selveier);1;45;45;;2021;B - mørkegrønn;3550000;https://www.finn.no/realestate/homes/ad.html?finnkode=238721860;238721860;0;;;;;;2;;;;;;;
Leilighet;Andel;1;47;47;1;1890;G - rød;3890000;https://www.finn.no/realestate/homes/ad.html?finnkode=238721507;238721507;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);2;85;85;2;1982;E - rød;3450000;https://www.finn.no/realestate/homes/ad.html?finnkode=238721338;238721338;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);5;222;248;;1985;F - gul;7290000;https://www.finn.no/realestate/homes/ad.html?finnkode=238720790;238720790;0;;;;937;;;;;;;;;
Leilighet;Eier (Selveier);1;45;45;1;2014;C - mørkegrønn;4300000;https://www.finn.no/realestate/homes/ad.html?finnkode=238477022;238477022;0;;;;;;;;;;;;;
Leilighet;Andel;1;35;36;3;1941;G - mørkegrønn;3500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238389950;238389950;0;;;;;;;;;;;;;
Leilighet;Aksje;;33;33;2;1936;G - rød;2990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238712897;238712897;0;;;;;;2;;;;;;;
