Finn_bolig_endret
Boligtype;Eieform bolig;Soverom;Primærrom;Bruksareal;Etasje;Byggeår;Energimerking;Pris;URL;ID;Nybygg;Enhetsid;Solforhold;Utendørsareal;Tomteareal;Bruttoareal;Rom;Ant etasjer;Tomt;Renovert år;Areal;Boligselgerforsikring;Grunnflate;Festeavgift
Tomannsbolig;Eier (Selveier);5;130;162;1;1905;G - rød;2890000;https://www.finn.no/realestate/homes/ad.html?finnkode=235548210;235548210;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);3;109;115;2;2019;C - oransje;3900000;https://www.finn.no/realestate/homes/ad.html?finnkode=238488480;238488480;0;;;;;;;;;;;;;
Leilighet;Andel;2;66;70;2;1999;D - rød;1500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238516483;238516483;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);2;95;95;2;1900;G - oransje;5190000;https://www.finn.no/realestate/homes/ad.html?finnkode=238516489;238516489;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);2;75;79;1;1997;E - oransje;2790000;https://www.finn.no/realestate/homes/ad.html?finnkode=238516491;238516491;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);3;112;168;;1964;G - oransje;2250000;https://www.finn.no/realestate/homes/ad.html?finnkode=238515907;238515907;0;;;;;;5;;;;;;;
Enebolig;Eier (Selveier);4;199;213;;1951;;12900000;https://www.finn.no/realestate/homes/ad.html?finnkode=238516207;238516207;0;;;;543;;6;;;;;;;
Leilighet;Eier (Selveier);1;46;46;2;2013;;1790000;https://www.finn.no/realestate/homes/ad.html?finnkode=212559651;212559651;0;;;;1161;;;;;;;;;
Leilighet;Eier (Selveier);2;86;86;2;1897;G - oransje;3150000;https://www.finn.no/realestate/homes/ad.html?finnkode=238469296;238469296;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);2;133;148;2;1965;G - oransje;3290000;https://www.finn.no/realestate/homes/ad.html?finnkode=238509938;238509938;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);4;92;96;1;1966;G - rød;3990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238295356;238295356;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);2;53;53;1;2007;D - rød;2500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238516092;238516092;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);5;278;317;;2013;B - rød;7600000;https://www.finn.no/realestate/homes/ad.html?finnkode=238516024;238516024;0;;;;749;;;;;;;;;
Leilighet;Eier (Selveier);;32;32;4;1940;D - rød;3390000;https://www.finn.no/realestate/homes/ad.html?finnkode=238516008;238516008;0;;;;;;1;;;;;;;
Leilighet;Eier (Selveier);3;101;103;2;2014;C - mørkegrønn;7200000;https://www.finn.no/realestate/homes/ad.html?finnkode=237305539;237305539;0;;;;;;;;;;;;;
Leilighet;Andel;3;101;105;4;2001;F - mørkegrønn;10000000;https://www.finn.no/realestate/homes/ad.html?finnkode=238515884;238515884;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);6;288;295;;1985;E - gul;5490000;https://www.finn.no/realestate/homes/ad.html?finnkode=238515703;238515703;0;;;;797;;;;;;;;;
Leilighet;Aksje;1;72;72;4;1916;F - rød;6200000;https://www.finn.no/realestate/homes/ad.html?finnkode=238515408;238515408;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);2;58;64;1;1992;E - oransje;1690000;https://www.finn.no/realestate/homes/ad.html?finnkode=238514025;238514025;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);3;145;191;;1976;E - gul;4000000;https://www.finn.no/realestate/homes/ad.html?finnkode=238514926;238514926;0;;;;;;4;;;;;;;
Enebolig;Eier (Selveier);3;102;191;;2021;;3450000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=238489468&page=28&sort=PUBLISHED_DESC;238489468;1;;;;;;4;;;;;;;
Leilighet;Andel;2;79;83;6;2008;C - rød;3200000;https://www.finn.no/realestate/homes/ad.html?finnkode=238515023;238515023;0;;;;;;;;;;;;;
Rekkehus;Andel;3;127;130;2;1971;F - rød;3600000;https://www.finn.no/realestate/homes/ad.html?finnkode=238512176;238512176;0;;;;;;;;;;;;;
Tomannsbolig;Eier (Selveier);3;159;161;;2007;;6600000;https://www.finn.no/realestate/homes/ad.html?finnkode=238514538;238514538;0;;;;;;5;;Eiet;;;;;
Leilighet;Andel;2;65;67;3;1955;G - oransje;2650000;https://www.finn.no/realestate/homes/ad.html?finnkode=238315810;238315810;0;;;;;;;;;;;;;
Tomannsbolig;Andel;4;130;161;;1961;;4690000;https://www.finn.no/realestate/homes/ad.html?finnkode=238486597;238486597;0;;;;7593;;6;;;;;;;
Enebolig;Eier (Selveier);5;152;156;;2009;C - oransje;4800000;https://www.finn.no/realestate/homes/ad.html?finnkode=238514766;238514766;0;;;;502;;;;;;;;;
Leilighet;Eier (Selveier);2;54;65;3;2016;B - mørkegrønn;3300000;https://www.finn.no/realestate/homes/ad.html?finnkode=238319730;238319730;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);5;152;156;;2009;C - oransje;4800000;https://www.finn.no/realestate/homes/ad.html?finnkode=238514766;238514766;0;;;;502;;;;;;;;;
Leilighet;Andel;2;70;70;;1972;E - rød;3500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238514729;238514729;0;;;;;;3;;;;;;;
Rekkehus;Eier (Selveier);2;70;79;;2012;C - mørkegrønn;2990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238514140;238514140;0;;;;;;3;;;;;;;
Rekkehus;Eier (Selveier);3;125;128;2;2015;B - rød;4450000;https://www.finn.no/realestate/homes/ad.html?finnkode=238472067;238472067;0;;;;;;;;;;;;;
Leilighet;Andel;2;58;58;2;2004;E - mørkegrønn;1550000;https://www.finn.no/realestate/homes/ad.html?finnkode=238470506;238470506;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);3;130;135;;1980;G - oransje;4800000;https://www.finn.no/realestate/homes/ad.html?finnkode=231804186;231804186;0;;;;;;4;;;;;;;
Gårdsbruk/Småbruk;Eier (Selveier);4;167;175;;2018;C - oransje;5390000;https://www.finn.no/realestate/homes/ad.html?finnkode=238156919;238156919;0;;;;;;5;;;;;;;
Leilighet;Eier (Selveier);1;53;53;5;1941;F - mørkegrønn;5500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238513650;238513650;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);3;103;111;;1983;F - gul;1550000;https://www.finn.no/realestate/homes/ad.html?finnkode=238513825;238513825;0;;;;2069;;;;;;;;;
Enebolig;Eier (Selveier);3;;111;;2021;;;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=237501027&page=29&sort=PUBLISHED_DESC;237501027;1;;;;2069;;;;;;;;;
Enebolig;Eier (Selveier);3;187;225;2;1967;G - oransje;4190000;https://www.finn.no/realestate/homes/ad.html?finnkode=238513734;238513734;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);4;218;244;;1978;F - oransje;5490000;https://www.finn.no/realestate/homes/ad.html?finnkode=228524708;228524708;0;;;;1248;;;;;;;;;
Rekkehus;Eier (Selveier);3;81;123;;1960;G - rød;3690000;https://www.finn.no/realestate/homes/ad.html?finnkode=235383074;235383074;0;;;;;;4;;;;;;;
Enebolig;Eier (Selveier);6;219;219;;1964;G - oransje;14500000;https://www.finn.no/realestate/homes/ad.html?finnkode=218591013;218591013;0;;;;1709;;;;;;;;;
Leilighet;Andel;2;75;75;3;2008;;460000;https://www.finn.no/realestate/homes/ad.html?finnkode=235310799;235310799;0;;;;;;3;;;;;;;
Leilighet;Eier (Selveier);2;68;68;2;2000;D - rød;1590000;https://www.finn.no/realestate/homes/ad.html?finnkode=238492884;238492884;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);3;105;111;;1972;G - rød;3290000;https://www.finn.no/realestate/homes/ad.html?finnkode=222995502;222995502;0;;;;593;;;;;;;;;
Enebolig;Eier (Selveier);4;149;165;2;1975;E - gul;1990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238513337;238513337;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);5;217;295;3;1981;D - gul;3150000;https://www.finn.no/realestate/homes/ad.html?finnkode=221518849;221518849;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);3;138;161;3;1956;G - oransje;970000;https://www.finn.no/realestate/homes/ad.html?finnkode=229557543;229557543;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);7;288;293;;1980;E - gul;5990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238512405;238512405;0;;;;;;11;;;;;;;
Enebolig;Eier (Selveier);7;90.5;293;;2021;;5249000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=238464501&page=29&sort=PUBLISHED_DESC;238464501;1;;;;;;11;;;;;;;
Enebolig;Eier (Selveier);4;259;287;;1995;D - gul;6490000;https://www.finn.no/realestate/homes/ad.html?finnkode=238506052;238506052;0;;;;;;8;;;;;;;
Leilighet;Eier (Selveier);1;56;60;3;2007;E - mørkegrønn;2550000;https://www.finn.no/realestate/homes/ad.html?finnkode=238512873;238512873;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);3;71;74;2;2003;D - rød;7490000;https://www.finn.no/realestate/homes/ad.html?finnkode=238485747;238485747;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);3;114;121;4.;2021;;8200000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=238512418&page=29&sort=PUBLISHED_DESC;238512418;1;B1B-401;;;;;4;1;;;;;;
Enebolig;Eier (Selveier);3;104;204;2;1974;F - gul;3450000;https://www.finn.no/realestate/homes/ad.html?finnkode=238475957;238475957;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);1;55;55;3;1988;D - rød;1350000;https://www.finn.no/realestate/homes/ad.html?finnkode=238512801;238512801;0;;;;;;;;;;;;;
Leilighet;Andel;2;65;67;2;1961;F - rød;2250000;https://www.finn.no/realestate/homes/ad.html?finnkode=238512843;238512843;0;;;;;;;;;;;;;
Leilighet;Andel;1;48;50;2;1976;E - rød;2490000;https://www.finn.no/realestate/homes/ad.html?finnkode=238512587;238512587;0;;;;;;;;;;;;;
Leilighet;Andel;1;63.0;50;2;2021;;3740000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=238509027&page=29&sort=PUBLISHED_DESC;238509027;1;;;;;;;;;;;;;
Enebolig;Eier (Selveier);11;180;204;;1947;G - rød;5200000;https://www.finn.no/realestate/homes/ad.html?finnkode=235520539;235520539;0;;;;1508;;;;;;;;;
Enebolig;Eier (Selveier);2;129;136;;1969;;3990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238512251;238512251;0;;;;607;152;;;;;;;;
Leilighet;Eier (Selveier);2;60;60;2;1989;G - rød;3850000;https://www.finn.no/realestate/homes/ad.html?finnkode=238512076;238512076;0;;;;;;;;;;;;;
Leilighet;Andel;2;75;80;3;2007;;3800000;https://www.finn.no/realestate/homes/ad.html?finnkode=238512081;238512081;0;;;;3020;;;;;;;;;
Enebolig;Eier (Selveier);4;189;231;;1922;G - mørkegrønn;2000000;https://www.finn.no/realestate/homes/ad.html?finnkode=238364474;238364474;0;;;;;;;;;1981;;;;
Leilighet;Eier (Selveier);3;208;210;2;2000;D - rød;27000000;https://www.finn.no/realestate/homes/ad.html?finnkode=238512000;238512000;0;;;;;;;;;;;;;
Leilighet;Aksje;2;102;102;;1898;G - oransje;8900000;https://www.finn.no/realestate/homes/ad.html?finnkode=238299247;238299247;0;;;;;;3;;;;;;;
Enebolig;Eier (Selveier);4;141;178;2;1975;;3600000;https://www.finn.no/realestate/homes/ad.html?finnkode=238495548;238495548;0;;;;301;;;;;;;;;
Leilighet;Eier (Selveier);1;39;39;;1973;G - rød;2800000;https://www.finn.no/realestate/homes/ad.html?finnkode=238424664;238424664;0;;;;;;2;;;;;;;
Leilighet;Eier (Selveier);3;125;130;;2019;E - mørkegrønn;7900000;https://www.finn.no/realestate/homes/ad.html?finnkode=223649821;223649821;0;;;;;;4;;;;;;;
Leilighet;Andel;1;44;49;2;2005;D - rød;1550000;https://www.finn.no/realestate/homes/ad.html?finnkode=238505885;238505885;0;;;;;;;;;;;;;
Leilighet;Andel;1;32;32;2;1967;E - rød;1790000;https://www.finn.no/realestate/homes/ad.html?finnkode=238488972;238488972;0;;;;;;;;;;;;;
Leilighet;Andel;3;76;78;2;1961;;1790000;https://www.finn.no/realestate/homes/ad.html?finnkode=238399713;238399713;0;;;;;;4;;;;;;;
Enebolig;Eier (Selveier);5;161;183;;1972;G - oransje;850000;https://www.finn.no/realestate/homes/ad.html?finnkode=238511560;238511560;0;;;;1943;;;;;;;;;
Rekkehus;Andel;3;107;110;;1977;;1990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238504496;238504496;0;;;;19084;;5;;;;;;;
Leilighet;Eier (Selveier);3;90;95;;2006;D - rød;5950000;https://www.finn.no/realestate/homes/ad.html?finnkode=238464018;238464018;0;;;;;;4;;;;;;;
Tomannsbolig;Eier (Selveier);3;104;104;;2008;C - rød;3490000;https://www.finn.no/realestate/homes/ad.html?finnkode=238511337;238511337;0;;;;715;;;;;;;;;
Leilighet;Eier (Selveier);3;97;97;;1946;;1990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238499164;238499164;0;;;;818;101;;;;;;;;
Leilighet;Eier (Selveier);2;75;79;4;2015;B - rød;3990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238511225;238511225;0;;;;;;;;;;;;;
Tomannsbolig;Eier (Selveier);1;48;53;;2006;;2000000;https://www.finn.no/realestate/homes/ad.html?finnkode=236917317;236917317;0;;;;;53;;;Eiet;;;;;
Leilighet;Eier (Selveier);1;39;39;4;2006;D - rød;2050000;https://www.finn.no/realestate/homes/ad.html?finnkode=238511030;238511030;0;;;;;;;;;;;;;
Leilighet;Aksje;;35;35;3;1949;;3290000;https://www.finn.no/realestate/homes/ad.html?finnkode=238510770;238510770;0;;;;4139;;1;;;;;;;
Enebolig;Eier (Selveier);;135;138;;1865;;3950000;https://www.finn.no/realestate/homes/ad.html?finnkode=238510864;238510864;0;;;;6176;;;;;;;Ja;;
Leilighet;Eier (Selveier);2;91;95;9;2017;C - mørkegrønn;12600000;https://www.finn.no/realestate/homes/ad.html?finnkode=238510817;238510817;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);1;57;61;1;1983;F - rød;3650000;https://www.finn.no/realestate/homes/ad.html?finnkode=238506877;238506877;0;;;;;;;;;;;;;
Gårdsbruk/Småbruk;Eier (Selveier);4;140;140;;1911;G - gul;3200000;https://www.finn.no/realestate/homes/ad.html?finnkode=238510682;238510682;0;;;;53901;;;;;;;;;
Enebolig;Eier (Selveier);2;76;147;1;1963;F - gul;2750000;https://www.finn.no/realestate/homes/ad.html?finnkode=238510641;238510641;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);3;154;177;2;1950;G - oransje;11000000;https://www.finn.no/realestate/homes/ad.html?finnkode=238494005;238494005;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);6;263;288;;1962;;4790000;https://www.finn.no/realestate/homes/ad.html?finnkode=238510504;238510504;0;;;;684;318;;;;;;;;
Enebolig;Eier (Selveier);5;234;267;;1970;E - gul;4490000;https://www.finn.no/realestate/homes/ad.html?finnkode=238335569;238335569;0;;;;;;8;;;;;;;
Enebolig;Eier (Selveier);5;75;267;;2021;;2890000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=237601950&page=30&sort=PUBLISHED_DESC;237601950;1;;;;;;8;;;;;;;
Enebolig;Eier (Selveier);4;183;234;2;1969;F - gul;2750000;https://www.finn.no/realestate/homes/ad.html?finnkode=238399106;238399106;0;;;;;;;;;;;;;
Leilighet;Andel;1;58;58;2;1985;F - rød;4500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238473422;238473422;0;;;;;;;;;;;;;
Leilighet;Andel;1;57;77;;1973;F - rød;2200000;https://www.finn.no/realestate/homes/ad.html?finnkode=238510297;238510297;0;;;;;;2;;;;;;;
Leilighet;Eier (Selveier);2;53;53;2;2016;B - rød;2080000;https://www.finn.no/realestate/homes/ad.html?finnkode=211706651;211706651;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);3;177;187;;1972;F - oransje;4990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238507879;238507879;0;;;;;;5;;;;;;;
Leilighet;Eier (Selveier);2;92;109;2;2005;C - rød;3100000;https://www.finn.no/realestate/homes/ad.html?finnkode=238509919;238509919;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);4;212;241;3;1940;G - oransje;2400000;https://www.finn.no/realestate/homes/ad.html?finnkode=238510060;238510060;0;;;;;;;;;;;;;
Leilighet;Andel;1;58;60;3;1979;D - rød;2800000;https://www.finn.no/realestate/homes/ad.html?finnkode=233661480;233661480;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);;81;81;;;;5390000;https://www.finn.no/realestate/homes/ad.html?finnkode=232706474;232706474;0;;;;52900;90;;;;;;;;
Enebolig;Eier (Selveier);4;286;455;;1925;G - oransje;9000000;https://www.finn.no/realestate/homes/ad.html?finnkode=238509929;238509929;0;;;;4616;;;;;;;;;
Leilighet;Eier (Selveier);3;74;74;2;1997;F - rød;1490000;https://www.finn.no/realestate/homes/ad.html?finnkode=222625443;222625443;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);1;45;60;3;1977;;2650000;https://www.finn.no/realestate/homes/ad.html?finnkode=238414265;238414265;0;;;;;;3;;;;;;;
Enebolig;Eier (Selveier);4;156;166;;2007;D - rød;19500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238509674;238509674;0;;;;8752;;;;;;;;;
Leilighet;Eier (Selveier);3;165;165;1;1932;C - rød;4500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238450890;238450890;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);3;87;90;1;2017;D - rød;3400000;https://www.finn.no/realestate/homes/ad.html?finnkode=238406321;238406321;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);2;63;66;2;2018;B - rød;2990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238509418;238509418;0;;;;;;;;;;;;;
Leilighet;Andel;1;48;50;;1932;G - rød;1050000;https://www.finn.no/realestate/homes/ad.html?finnkode=238501611;238501611;0;;;;1577;;;;;;;;;
Enebolig;Eier (Selveier);3;141;160;;1909;;3250000;https://www.finn.no/realestate/homes/ad.html?finnkode=238509258;238509258;0;;;;417;;4;;;;;;;
Leilighet;Eier (Selveier);2;109;109;3;1988;E - oransje;5200000;https://www.finn.no/realestate/homes/ad.html?finnkode=238508318;238508318;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);;55.5;;;2021;;5970000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=238490133&page=30&sort=PUBLISHED_DESC;238490133;1;;;;;;;9;;;55.5;;;
Enebolig;Eier (Selveier);5;170;173;;1957;;6500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238507503;238507503;0;;;;1507;;6;;;;;;;
Enebolig;Eier (Selveier);3;141;171;;1991;;8490000;https://www.finn.no/realestate/homes/ad.html?finnkode=238508896;238508896;0;;;;741;;;;;;;;;
Enebolig;Eier (Selveier);3;161;194;;2014;B - rød;17500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238301549;238301549;0;;;;;;7;;;;;;;
Leilighet;Eier (Selveier);2;101;125;4;2005;E - oransje;6700000;https://www.finn.no/realestate/homes/ad.html?finnkode=238485732;238485732;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);2;68;71;1;1981;G - rød;6490000;https://www.finn.no/realestate/homes/ad.html?finnkode=238432282;238432282;0;;;;;;;;;;;;;
Leilighet;Andel;2;70;73;2;2020;C - mørkegrønn;1690000;https://www.finn.no/realestate/homes/ad.html?finnkode=230796064;230796064;0;;;;;;;;;;;;;
Leilighet;Andel;1;43;48;1;1976;F - oransje;1750000;https://www.finn.no/realestate/homes/ad.html?finnkode=217362964;217362964;0;;;;;;;;;;;;;
Rekkehus;Eier (Selveier);3;122;126;2;1988;F - mørkegrønn;4900000;https://www.finn.no/realestate/homes/ad.html?finnkode=234973882;234973882;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);3.0;94.0;;;2021;;4690000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=238506333&page=30&sort=PUBLISHED_DESC;238506333;1;;;;;;;;;;94.0;;;
Leilighet;Andel;2;83;87;3;2005;E - oransje;8200000;https://www.finn.no/realestate/homes/ad.html?finnkode=237694938;237694938;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);2;70;72;1;1937;G - mørkegrønn;5650000;https://www.finn.no/realestate/homes/ad.html?finnkode=238294561;238294561;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);5;206;251;;1949;G - rød;5390000;https://www.finn.no/realestate/homes/ad.html?finnkode=232256040;232256040;0;;;;3798;;;;;;;;;
Rekkehus;Andel;;114;114;;1985;F - oransje;2450000;https://www.finn.no/realestate/homes/ad.html?finnkode=238508438;238508438;0;;;;6238;126;;;;;;;;
Enebolig;Eier (Selveier);3;90;133;;1933;G - oransje;1750000;https://www.finn.no/realestate/homes/ad.html?finnkode=238508294;238508294;0;;;;6236;;;;;;;;;
Enebolig;Eier (Selveier);;144;156;;1970;E - gul;3750000;https://www.finn.no/realestate/homes/ad.html?finnkode=238508260;238508260;0;;;;1500;173;;;;;;;;
Enebolig;Eier (Selveier);5;291;330;;1974;;10800000;https://www.finn.no/realestate/homes/ad.html?finnkode=238508328;238508328;0;;;;1781;377;;;;;;;;
Leilighet;Eier (Selveier);2;78;78;;1987;E - gul;1790000;https://www.finn.no/realestate/homes/ad.html?finnkode=236061282;236061282;0;;;;;;;;Eiet;;;;;
Leilighet;Andel;2;72;75;1;1989;F - oransje;1490000;https://www.finn.no/realestate/homes/ad.html?finnkode=220143344;220143344;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);4;147;165;3;1970;F - gul;3090000;https://www.finn.no/realestate/homes/ad.html?finnkode=238500959;238500959;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);2;131;136;6;2015;E - mørkegrønn;8250000;https://www.finn.no/realestate/homes/ad.html?finnkode=238278214;238278214;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);2;77;80;1;2003;D - oransje;3090000;https://www.finn.no/realestate/homes/ad.html?finnkode=238508065;238508065;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);2;121;121;2;1993;E - oransje;7300000;https://www.finn.no/realestate/homes/ad.html?finnkode=238424932;238424932;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);4;341;350;;1986;F - oransje;11300000;https://www.finn.no/realestate/homes/ad.html?finnkode=236875326;236875326;0;;;;;;9;;;;;;;
Leilighet;Andel;2;66;66;2;1950;D - rød;3990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238508122;238508122;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);2;114;115;3;1986;F - oransje;6990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238447499;238447499;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);4;179;179;;1986;E - gul;3150000;https://www.finn.no/realestate/homes/ad.html?finnkode=238508050;238508050;0;;;;1293;;;;;;;;;
Enebolig;Eier (Selveier);4;248;277;3;1985;E - gul;5990000;https://www.finn.no/realestate/homes/ad.html?finnkode=227262169;227262169;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);5;195;226;3;1947;G - oransje;1990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238500616;238500616;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);4;153;193;;2021;;6455000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=238312236&page=31&sort=PUBLISHED_DESC;238312236;1;;;777 m2 eigeneigd tomt med opparbeida tun framfor garasje. Resterande uteareal med maskinplanert jord.;;;;2;;;;;142;
Leilighet;Eier (Selveier);2;92;94;3;1969;F - rød;3750000;https://www.finn.no/realestate/homes/ad.html?finnkode=238394301;238394301;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);3;162;222;3;1957;G - gul;3750000;https://www.finn.no/realestate/homes/ad.html?finnkode=238507751;238507751;0;;;;;;;;;;;;;
Leilighet;Andel;2;60;65;3;1951;G - oransje;3850000;https://www.finn.no/realestate/homes/ad.html?finnkode=238507575;238507575;0;;;;;;;;;;;;;
Leilighet;Andel;2;65;65;2;1953;D - rød;3250000;https://www.finn.no/realestate/homes/ad.html?finnkode=238507573;238507573;0;;;;;;;;;;;;;
Tomannsbolig;Eier (Selveier);3;142;154;;2018;B - oransje;4950000;https://www.finn.no/realestate/homes/ad.html?finnkode=238507590;238507590;0;;;;12956;;;;;;;;;
Enebolig;Eier (Selveier);3;146;212;;2016;B - oransje;4590000;https://www.finn.no/realestate/homes/ad.html?finnkode=238507662;238507662;0;;;;;;4;;;;;;;
Leilighet;Andel;2;92;92;;2005;E - mørkegrønn;3990000;https://www.finn.no/realestate/homes/ad.html?finnkode=232232890;232232890;0;;;;4535;;;;;;;;;
Enebolig;Eier (Selveier);3;141;170;;1989;F - mørkegrønn;6000000;https://www.finn.no/realestate/homes/ad.html?finnkode=238507498;238507498;0;;;;2423;;;;;;;;;
Leilighet;Eier (Selveier);3;87;87;1;2008;;3100000;https://www.finn.no/realestate/homes/ad.html?finnkode=238507564;238507564;0;;;;4644;;;;;;;;;
Rekkehus;Eier (Selveier);3;64;64;;1985;F - oransje;2490000;https://www.finn.no/realestate/homes/ad.html?finnkode=238507454;238507454;0;;;;;;4;;;;;;;
Leilighet;Eier (Selveier);2;72;73;6;1935;F - mørkegrønn;5990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238402457;238402457;0;;;;;;;;;;;;;
Gårdsbruk/Småbruk;Eier (Selveier);4;144;144;;1820;G - gul;2840000;https://www.finn.no/realestate/homes/ad.html?finnkode=222896038;222896038;0;;;;;;6;;;;;;;
Leilighet;Eier (Selveier);2;68;74;2;1992;E - oransje;2150000;https://www.finn.no/realestate/homes/ad.html?finnkode=238507388;238507388;0;;;;;;;;;;;;;
Rekkehus;Eier (Selveier);3;118;120;;1958;F - oransje;3950000;https://www.finn.no/realestate/homes/ad.html?finnkode=238501738;238501738;0;;;;;;;;Eiet;;;;;
Leilighet;Eier (Selveier);2;62;62;1;1952;G - rød;2745000;https://www.finn.no/realestate/homes/ad.html?finnkode=222398786;222398786;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);1;47;47;1;2012;D - rød;1950000;https://www.finn.no/realestate/homes/ad.html?finnkode=238296416;238296416;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);3;128;147;;2014;B - oransje;4950000;https://www.finn.no/realestate/homes/ad.html?finnkode=238398162;238398162;0;;;;;;5;;;;;;;
Leilighet;Andel;2;73;82;1;1972;D - rød;2900000;https://www.finn.no/realestate/homes/ad.html?finnkode=238204085;238204085;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);3;153;155;1;2005;D - rød;7490000;https://www.finn.no/realestate/homes/ad.html?finnkode=238310966;238310966;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);3;133;185;;1948;G - gul;4190000;https://www.finn.no/realestate/homes/ad.html?finnkode=202506914;202506914;0;;;;;;4;;;;;;;
Rekkehus;Eier (Selveier);03.mai;133.0;;;2021;;5320000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=232774222&page=31&sort=PUBLISHED_DESC;232774222;1;;;;;;;;;;133.0;;;
Leilighet;Eier (Selveier);2;110;116;2;1910;F - oransje;3490000;https://www.finn.no/realestate/homes/ad.html?finnkode=238506981;238506981;0;;;;;;;;;;;;;
