Boligtype,Eieform bolig,Soverom,Primærrom,Bruksareal,Etasje,Byggeår,Energimerking,Pris,URL,ID,Nybygg,Enhetsid,Solforhold,Utendørsareal,Tomteareal,Bruttoareal,Rom,Ant etasjer,Tomt,Renovert år,Areal,Boligselgerforsikring,Grunnflate,Festeavgift
Leilighet,Eier (Selveier),1,68,88,2,2007,G - rød,3790000,https://www.finn.no/realestate/homes/ad.html?finnkode=239017121,239017121,0,,,,,,,,,,,,,
Enebolig,Eier (Selveier),3,109,109,,1977,F - rød,2800000,https://www.finn.no/realestate/homes/ad.html?finnkode=238997565,238997565,0,,,,399,,,,,,,,,
Leilighet,Eier (Selveier),3,80,84,5,1917,,2800000,https://www.finn.no/realestate/homes/ad.html?finnkode=239012385,239012385,0,,,,,,5,,,,,,,
Enebolig,Eier (Selveier),5,204,207,,1962,G - mørkegrønn,6000000,https://www.finn.no/realestate/homes/ad.html?finnkode=239081995,239081995,0,,,,,,7,,,,,,,
Leilighet,Eier (Selveier),1,62,65,1,1976,G - rød,1950000,https://www.finn.no/realestate/homes/ad.html?finnkode=239039687,239039687,0,,,,,,,,,,,,,
Leilighet,Eier (Selveier),2,72,75,3,2021,,3900000,https://www.finn.no/realestate/homes/ad.html?finnkode=238918196,238918196,0,,,,,,3,,,,,,,
Tomannsbolig,Eier (Selveier),3,173,192,2,1976,,5000000,https://www.finn.no/realestate/homes/ad.html?finnkode=239005542,239005542,0,,,,,,6,,,,,,,
Leilighet,Andel,2,91,95,3,2005,C - rød,5600000,https://www.finn.no/realestate/homes/ad.html?finnkode=239003881,239003881,0,,,,,,,,,,,,,
Leilighet,Eier (Selveier),2,97,115,3,2014,,4490000,https://www.finn.no/realestate/homes/ad.html?finnkode=239034670,239034670,0,,,,,,3,,,,,,,
Leilighet,Eier (Selveier),2,54,56,1,2004,D - rød,3990000,https://www.finn.no/realestate/homes/ad.html?finnkode=239035214,239035214,0,,,,,,,,,,,,,
Leilighet,Aksje,2,119,119,2,1947,,6490000,https://www.finn.no/realestate/homes/ad.html?finnkode=226343420,226343420,0,,,,7275,,,,,,,,,
Enebolig,Eier (Selveier),3,169,251,,1960,,3700000,https://www.finn.no/realestate/homes/ad.html?finnkode=239099538,239099538,0,,,,787,,5,,,,,,,
Leilighet,Andel,0,37,37,2,1967,,370000,https://www.finn.no/realestate/homes/ad.html?finnkode=236551500,236551500,0,,,,,,1,,,,,,,
Enebolig,Eier (Selveier),5,185,193,,2004,C - rød,6990000,https://www.finn.no/realestate/homes/ad.html?finnkode=229934170,229934170,0,,,,841,,,,,,,,,
Leilighet,Andel,1,56,62,1,1979,,1600000,https://www.finn.no/realestate/homes/ad.html?finnkode=239099428,239099428,0,,,,,,2,,,,,,,
Leilighet,Andel,2,69,69,3,1960,E - rød,3950000,https://www.finn.no/realestate/homes/ad.html?finnkode=239099050,239099050,0,,,,,,,,,,,,,
Leilighet,Andel,2,70,87,1,1963,G - rød,2800000,https://www.finn.no/realestate/homes/ad.html?finnkode=238998046,238998046,0,,,,,,,,,,,,,
Enebolig,Eier (Selveier),3,107,169,,1968,F - gul,2090000,https://www.finn.no/realestate/homes/ad.html?finnkode=239098853,239098853,0,,,,1390,,,,,,,,,
Enebolig,Eier (Selveier),,229,270,,1983,E - gul,3190000,https://www.finn.no/realestate/homes/ad.html?finnkode=239098083,239098083,0,,,,1162,294,,,,,,,,
Leilighet,Eier (Selveier),2,78,78,1,2021,C - gul,5150000,https://www.finn.no/realestate/homes/ad.html?finnkode=239098068,239098068,0,,,,,,,,,,,,,
Enebolig,Eier (Selveier),2,95,102,,1994,,2200000,https://www.finn.no/realestate/homes/ad.html?finnkode=239096451,239096451,0,,,,792,110,,,,,,,,
Enebolig,Eier (Selveier),4,191,246,3,1991,E - oransje,2890000,https://www.finn.no/realestate/homes/ad.html?finnkode=238786782,238786782,0,,,,,,,,,,,,,
Leilighet,Andel,3,75,75,9,1967,F - rød,5450000,https://www.finn.no/realestate/homes/ad.html?finnkode=239095926,239095926,0,,,,,,,,,,,,,
Leilighet,Andel,3,92.5,75,9,2021,,2324250.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=215752926&page=13&sort=PUBLISHED_DESC,215752926,1,,,,,,,,,,,,,
Leilighet,Eier (Selveier),1,60,69,2,2002,G - rød,1400000,https://www.finn.no/realestate/homes/ad.html?finnkode=239026206,239026206,0,,,,,,,,,,,,,
Leilighet,Eier (Selveier),2,63.5,,,2021,,3245000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=215887295&page=13&sort=PUBLISHED_DESC,215887295,1,,,,,,,,,,63.5,,,
Enebolig,Eier (Selveier),4,159,,,2021,,5790000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=222769537&page=13&sort=PUBLISHED_DESC,222769537,1,,,,,,,,,,159,,,
Enebolig,Eier (Selveier),,,,,2021,,1295000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=164415467&page=13&sort=PUBLISHED_DESC,164415467,1,,,,,,,,,,,,,
Enebolig,Eier (Selveier),,143,,,2021,,5300000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=211698083&page=13&sort=PUBLISHED_DESC,211698083,1,,,,,,,,,,,,,
Leilighet,Eier (Selveier),2.5,94.0,,,2021,,5550000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=164455225&page=13&sort=PUBLISHED_DESC,164455225,1,,,,,,,,,,94.0,,,
Leilighet,Eier (Selveier),2.5,75.0,,,2021,,2750000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=169004117&page=13&sort=PUBLISHED_DESC,169004117,1,,,,,,,,,,75.0,,,
Leilighet,Eier (Selveier),2.0,64.5,,,2021,,3615000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=208821107&page=13&sort=PUBLISHED_DESC,208821107,1,,,,,,,,,,64.5,,,
Enebolig,Eier (Selveier),3,100,,,2021,,3990000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=212936641&page=13&sort=PUBLISHED_DESC,212936641,1,,,,,,,,,,100,,,
Tomannsbolig,Eier (Selveier),3,96,,,2021,,3750000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=199491319&page=13&sort=PUBLISHED_DESC,199491319,1,,,,,,,2,,,96,,,
Tomannsbolig,Eier (Selveier),3,113,,,2021,,3390000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=121947269&page=13&sort=PUBLISHED_DESC,121947269,1,,,,,,,,,,113,,,
Leilighet,Eier (Selveier),,85.5,,,2021,,8240000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=161879945&page=13&sort=PUBLISHED_DESC,161879945,1,,,,,,,,,,85.5,,,
Leilighet,Eier (Selveier),2.5,94.5,,,2021,,7150000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=171625435&page=13&sort=PUBLISHED_DESC,171625435,1,,,,,,,,,,94.5,,,
Leilighet,Eier (Selveier),2,63.5,,,2021,,2698000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=121995735&page=13&sort=PUBLISHED_DESC,121995735,1,,,,,,,,,,63.5,,,
Leilighet,Eier (Selveier),2,62,,,2021,,1790000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=215872736&page=13&sort=PUBLISHED_DESC,215872736,1,,,,,,,,,,62,,,
Leilighet,Eier (Selveier),2.5,79.5,,,2021,,5045000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=110115684&page=13&sort=PUBLISHED_DESC,110115684,1,,,,,,,,,,79.5,,,
Enebolig,Eier (Selveier),3,132.5,,,2021,,4490000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=205514630&page=13&sort=PUBLISHED_DESC,205514630,1,,,,,,,,,,132.5,,,
Leilighet,Eier (Selveier),2.5,83.5,,,2021,,5440000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=171637434&page=13&sort=PUBLISHED_DESC,171637434,1,,,,,,,,,,83.5,,,
Enebolig,Eier (Selveier),3.5,121.0,,,2021,,4765000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=164381780&page=13&sort=PUBLISHED_DESC,164381780,1,,,,,,,2,,,121.0,,,
Leilighet,Eier (Selveier),2.5,103.0,,,2021,,12040000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=183085458&page=13&sort=PUBLISHED_DESC,183085458,1,,,,,,,,,,103.0,,,
Leilighet,Eier (Selveier),2.0,76.0,,,2021,,3230000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=219405927&page=13&sort=PUBLISHED_DESC,219405927,1,,,,,,,,,,76.0,,,
Enebolig,Eier (Selveier),4,182,,,2021,,9148000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=130768245&page=13&sort=PUBLISHED_DESC,130768245,1,,,,,,,,,,182,,,
Leilighet,Eier (Selveier),3.0,124.0,,,2021,,16625000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=222842726&page=13&sort=PUBLISHED_DESC,222842726,1,,,,,,,,,,124.0,,,
Enebolig,Eier (Selveier),4,188,,,2021,,5848000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=177056350&page=13&sort=PUBLISHED_DESC,177056350,1,,,,,,,3,,,188,,,
Leilighet,Eier (Selveier),2,72,,,2021,,3390000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=146455169&page=13&sort=PUBLISHED_DESC,146455169,1,,,,,,,1,,,72,,,
Leilighet,Eier (Selveier),2.0,109.0,,,2021,,5295000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=192575102&page=13&sort=PUBLISHED_DESC,192575102,1,,,,,,,,,,109.0,,,
Leilighet,Eier (Selveier),2.0,66.0,,,2021,,3425000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=212219313&page=13&sort=PUBLISHED_DESC,212219313,1,,,,,,,,,,66.0,,,
Enebolig,Eier (Selveier),3,125,,,2021,,3550000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=202382455&page=13&sort=PUBLISHED_DESC,202382455,1,,,,,,,,,,125,,,
Leilighet,Eier (Selveier),,88.5,,,2021,,9450000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=120002246&page=13&sort=PUBLISHED_DESC,120002246,1,,,,,,,,,,88.5,,,
Tomannsbolig,Eier (Selveier),2,74,,,2021,,2490000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=205489308&page=13&sort=PUBLISHED_DESC,205489308,1,,,,,,,,,,74,,,
Enebolig,Eier (Selveier),6,245,,,2021,,16075000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=229098211&page=13&sort=PUBLISHED_DESC,229098211,1,,,,,,,,,,245,,,
Tomannsbolig,Eier (Selveier),3,99,,,2021,,5123000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=192371108&page=13&sort=PUBLISHED_DESC,192371108,1,,,,,,,,,,99,,,
Leilighet,Eier (Selveier),2.5,73.5,,,2021,,3550000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=115627826&page=13&sort=PUBLISHED_DESC,115627826,1,,,,,,,,,,73.5,,,
Leilighet,Andel,2,63,,,2021,,2895000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=146511195&page=13&sort=PUBLISHED_DESC,146511195,1,,,,,,,,,,63,,,
Leilighet,Eier (Selveier),2.5,94.5,,,2021,,3840000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=84299665&page=13&sort=PUBLISHED_DESC,84299665,1,,,,,,,,,,94.5,,,
Leilighet,Eier (Selveier),2,70,,,2021,,4434500.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=130876368&page=13&sort=PUBLISHED_DESC,130876368,1,,,,,,,,,,70,,,
Rekkehus,Eier (Selveier),3,118.5,,,2021,,4540000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=235825695&page=13&sort=PUBLISHED_DESC,235825695,1,,,,,,,,,,118.5,,,
Leilighet,Andel,2.0,64.5,,,2021,,3475000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=235849983&page=13&sort=PUBLISHED_DESC,235849983,1,,,,,,,,,,64.5,,,
Rekkehus,Eier (Selveier),4,115,,,2021,,5570000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=235850648&page=13&sort=PUBLISHED_DESC,235850648,1,,,,,,,,,,115,,,
Rekkehus,Eier (Selveier),4,145,,,2021,,6170000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=235835884&page=13&sort=PUBLISHED_DESC,235835884,1,,,,,,,,,,145,,,
Enebolig,Eier (Selveier),4,286,455,,1925,G - oransje,9000000,https://www.finn.no/realestate/homes/ad.html?finnkode=238509929,238509929,0,,,,4616,,,,,,,,,
Rekkehus,Eier (Selveier),4,145,,,2021,,6170000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=235835884&page=14&sort=PUBLISHED_DESC,235835884,1,,,,,,,,,,145,,,
Leilighet,Eier (Selveier),2,74,,,2021,,3850000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=177018789&page=14&sort=PUBLISHED_DESC,177018789,1,,,,,,,2,,,74,,,
Leilighet,Eier (Selveier),2,62,,,2021,,4750000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=235867268&page=14&sort=PUBLISHED_DESC,235867268,1,,,,,,,,,,62,,,
Tomannsbolig,Eier (Selveier),4,113,,,2021,,3440000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=121917653&page=14&sort=PUBLISHED_DESC,121917653,1,,,,,,,2,,,113,,,
Enebolig,Eier (Selveier),4.5,192.0,,,2021,,9970000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=229133091&page=14&sort=PUBLISHED_DESC,229133091,1,,,,,,,,,,192.0,,,
Leilighet,Eier (Selveier),3.0,100.5,,,2021,,7800000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=215864001&page=14&sort=PUBLISHED_DESC,215864001,1,,,,,,,,,,100.5,,,
Enebolig,Eier (Selveier),3.5,239.0,,,2021,,10392500.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=229109834&page=14&sort=PUBLISHED_DESC,229109834,1,,,,,,,,,,239.0,,,
Leilighet,Andel,2.5,102.5,,,2021,,3112500.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=171650998&page=14&sort=PUBLISHED_DESC,171650998,1,,,,,,,,,,102.5,,,
Leilighet,Eier (Selveier),2.5,99.0,,,2021,,3290000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=106116901&page=14&sort=PUBLISHED_DESC,106116901,1,,,,,,,1,,,99.0,,,
Leilighet,Eier (Selveier),3.0,89.0,,,2021,,3465000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=185971985&page=14&sort=PUBLISHED_DESC,185971985,1,,,,,,,,,,89.0,,,
Hytte,Eier (Selveier),2,60,,,2021,,4340000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=148647772&page=14&sort=PUBLISHED_DESC,148647772,1,,,,,,,,,,60,,,
Leilighet,Eier (Selveier),2.5,96.0,,,2021,,6475000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=128520837&page=14&sort=PUBLISHED_DESC,128520837,1,,,,,,,,,,96.0,,,
Leilighet,Eier (Selveier),2.0,74.0,,,2021,,3698000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=215936875&page=14&sort=PUBLISHED_DESC,215936875,1,,,,,,,,,,74.0,,,
Leilighet,Eier (Selveier),2.5,72.0,,,2021,,4602000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=130776540&page=14&sort=PUBLISHED_DESC,130776540,1,,,,,,,2,,,72.0,,,
Rekkehus,Eier (Selveier),3,103,,,2021,,4223000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=192450324&page=14&sort=PUBLISHED_DESC,192450324,1,,,,,,,,,,103,,,
Leilighet,Eier (Selveier),2.0,69.5,,,2021,,1584000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=148683477&page=14&sort=PUBLISHED_DESC,148683477,1,,,,,,,,,,69.5,,,
Leilighet,Eier (Selveier),2.5,90.0,,,2021,,5435000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=183103408&page=14&sort=PUBLISHED_DESC,183103408,1,,,,,,,,,,90.0,,,
Tomannsbolig,Eier (Selveier),3,91,,,2021,,5729000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=130867396&page=14&sort=PUBLISHED_DESC,130867396,1,,,,,,,2,,,91,,,
Enebolig,Eier (Selveier),,,,,2021,,250000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=115613401&page=14&sort=PUBLISHED_DESC,115613401,1,,,,,,,,,,,,,
Leilighet,Andel,3,96.0,,,2021,,3300000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=171614996&page=14&sort=PUBLISHED_DESC,171614996,1,,,,,,,,,,96.0,,,
Leilighet,Eier (Selveier),2,72.5,,,2021,,4565000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=128518540&page=14&sort=PUBLISHED_DESC,128518540,1,,,,,,,,,,72.5,,,
Tomannsbolig,Eier (Selveier),4,152,,,2021,,8975000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=229146352&page=14&sort=PUBLISHED_DESC,229146352,1,,,,,,,,,,152,,,
Tomannsbolig,Eier (Selveier),3,98,,,2021,,2950000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=192533857&page=14&sort=PUBLISHED_DESC,192533857,1,,,,,,,,,,98,,,
Leilighet,Andel,1.5,62.5,,,2021,,1373350.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=222766891&page=14&sort=PUBLISHED_DESC,222766891,1,,,,,,,,,,62.5,,,
Rekkehus,Eier (Selveier),3,94,,,2021,,3590000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=212213014&page=14&sort=PUBLISHED_DESC,212213014,1,,,,,,,,,,94,,,
Leilighet,Andel,2,76.0,,,2021,,3180000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=171611309&page=14&sort=PUBLISHED_DESC,171611309,1,,,,,,,5,,,76.0,,,
Leilighet,Eier (Selveier),2.5,,,,2021,,2070000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=205483297&page=14&sort=PUBLISHED_DESC,205483297,1,,,,,,,,,,,,,
Andre,Eier (Selveier),5,132,,,2021,,5150000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=189177881&page=14&sort=PUBLISHED_DESC,189177881,1,,,,,,,2,,,132,,,
Tomannsbolig,Eier (Selveier),4,135,,,2021,,4440000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=229118942&page=14&sort=PUBLISHED_DESC,229118942,1,,,,,,,,,,135,,,
Rekkehus,Eier (Selveier),4,195,,,2021,,7750000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=222786709&page=14&sort=PUBLISHED_DESC,222786709,1,,,,,,,,,,195,,,
Enebolig,Eier (Selveier),3,197.5,,,2021,,16350000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=235886839&page=14&sort=PUBLISHED_DESC,235886839,1,,,,,,,,,,197.5,,,
Leilighet,Eier (Selveier),2,65,,,2021,,3190000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=215878559&page=14&sort=PUBLISHED_DESC,215878559,1,,,,,,,,,,65,,,
Leilighet,Andel,3.5,95.5,,,2021,,2960000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=183118767&page=14&sort=PUBLISHED_DESC,183118767,1,,,,,,,,,,95.5,,,
Leilighet,Eier (Selveier),2.5,93.0,,,2021,,5110000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=192581183&page=14&sort=PUBLISHED_DESC,192581183,1,,,,,,,,,,93.0,,,
Leilighet,Eier (Selveier),2.0,100.5,,,2021,,5240000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=122018207&page=14&sort=PUBLISHED_DESC,122018207,1,,,,,,,,,,100.5,,,
Enebolig,Eier (Selveier),3,100,155,,1956,G - oransje,5280000,https://www.finn.no/realestate/homes/ad.html?finnkode=239088435,239088435,0,,,,,,5,,,,,,,
Gårdsbruk/Småbruk,Eier (Selveier),6,164,209,3,1920,G,2000000,https://www.finn.no/realestate/homes/ad.html?finnkode=238230947,238230947,0,,,,,,,,,,,,,
Tomannsbolig,Eier (Selveier),3,127,137,2,1930,G - oransje,3980000,https://www.finn.no/realestate/homes/ad.html?finnkode=239088084,239088084,0,,,,,,,,,,,,,
Leilighet,Eier (Selveier),1,32,32,5,1937,G - mørkegrønn,3000000,https://www.finn.no/realestate/homes/ad.html?finnkode=239087468,239087468,0,,,,,,,,,,,,,
Enebolig,Eier (Selveier),5,183,213,,1982,F - gul,2890000,https://www.finn.no/realestate/homes/ad.html?finnkode=239087260,239087260,0,,,,,,7,,,,,,,
Rekkehus,Andel,3,116,125,1,1968,,3600000,https://www.finn.no/realestate/homes/ad.html?finnkode=239080179,239080179,0,,,,,,4,,,,,,,
Enebolig,Eier (Selveier),3,147,166,,1969,F - gul,2300000,https://www.finn.no/realestate/homes/ad.html?finnkode=238922597,238922597,0,,,,,,5,,,,,,,
Enebolig,Eier (Selveier),4,167,172,,1917,G - oransje,12500000,https://www.finn.no/realestate/homes/ad.html?finnkode=239085598,239085598,0,,,,957,,,,,,,,,
Leilighet,Andel,1,365,365,3,1940,G - oransje,3800000,https://www.finn.no/realestate/homes/ad.html?finnkode=239085437,239085437,0,,,,,,,,,,,,,
Leilighet,Eier (Selveier),2,67,67,2,2010,B - rød,2190000,https://www.finn.no/realestate/homes/ad.html?finnkode=239075432,239075432,0,,,,,,,,,,,,,
Leilighet,Eier (Selveier),2,72,72,6,1990,D - lysegrønn,5000000,https://www.finn.no/realestate/homes/ad.html?finnkode=239084506,239084506,0,,,,,,,,,,,,,
Leilighet,Eier (Selveier),2,98,98,1,1971,E - rød,3490000,https://www.finn.no/realestate/homes/ad.html?finnkode=239053150,239053150,0,,,,,,,,,,,,,
Enebolig,Eier (Selveier),4,102,172,2,1970,,2490000,https://www.finn.no/realestate/homes/ad.html?finnkode=238821179,238821179,0,,,,,,,,,2018,,,,
Rekkehus,Andel,3,135,157,2,1950,G - gul,2950000,https://www.finn.no/realestate/homes/ad.html?finnkode=239039208,239039208,0,,,,,,,,,,,,,
Leilighet,Andel,3,95,97,4,1983,F - mørkegrønn,3490000,https://www.finn.no/realestate/homes/ad.html?finnkode=238960261,238960261,0,,,,,,,,,,,,,
Leilighet,Andel,1,50,50,3,1938,,4080000,https://www.finn.no/realestate/homes/ad.html?finnkode=238800518,238800518,0,,,,,,2,,,,,,,
Enebolig,Eier (Selveier),5,113,144,,1994,E - oransje,1800000,https://www.finn.no/realestate/homes/ad.html?finnkode=232294357,232294357,0,,,,999,,,,,,,,,
Leilighet,Eier (Selveier),2,80,95,3,2002,F - oransje,2250000,https://www.finn.no/realestate/homes/ad.html?finnkode=231460332,231460332,0,,,,,,,,,,,,,
Leilighet,Eier (Selveier),2,109,109,2,2009,,12000000,https://www.finn.no/realestate/homes/ad.html?finnkode=239029821,239029821,0,,,,,,3,,,,,,,
Leilighet,Eier (Selveier),2,233,109,2,2021,,12990000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=239002792&page=15&sort=PUBLISHED_DESC,239002792,1,,,,,,3,,,,,,,
Leilighet,Eier (Selveier),1,52,52,3,1936,G - oransje,2390000,https://www.finn.no/realestate/homes/ad.html?finnkode=239049624,239049624,0,,,,,,,,,,,,,
Leilighet,Andel,0,32,37,1,1960,E - mørkegrønn,690000,https://www.finn.no/realestate/homes/ad.html?finnkode=239069280,239069280,0,,,,,,,,,,,,,
Leilighet,Eier (Selveier),2,84,105,2,2019,D - mørkegrønn,4890000,https://www.finn.no/realestate/homes/ad.html?finnkode=228182305,228182305,0,,,,,,,,,,,,,
Enebolig,Eier (Selveier),3.5,109.0,,,2021,,8100000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=239074603&page=15&sort=PUBLISHED_DESC,239074603,1,,,,,,,,,,109.0,,,
Enebolig,Eier (Selveier),4,190,218,,2020,B - oransje,8850000,https://www.finn.no/realestate/homes/ad.html?finnkode=239067570,239067570,0,,,,,,6,,,,,,,
Leilighet,Eier (Selveier),2,84,127,5,2018,C - mørkegrønn,6300000,https://www.finn.no/realestate/homes/ad.html?finnkode=239034645,239034645,0,,,,,,,,,,,,,
Leilighet,Andel,2,70,70,2,1960,F - oransje,2390000,https://www.finn.no/realestate/homes/ad.html?finnkode=239074017,239074017,0,,,,,,,,,,,,,
Leilighet,Andel,2,48,48,2,1957,,2550000,https://www.finn.no/realestate/homes/ad.html?finnkode=239074310,239074310,0,,,,,,3,,,,,,,
Leilighet,Eier (Selveier),2,66,66,2,1937,G - oransje,2690000,https://www.finn.no/realestate/homes/ad.html?finnkode=238479465,238479465,0,,,,,,,,,,,,,
Leilighet,Andel,1,54,54,4,1974,F - rød,2300000,https://www.finn.no/realestate/homes/ad.html?finnkode=239073019,239073019,0,,,,,,,,,,,,,
Enebolig,Eier (Selveier),3,93,152,,1940,G - gul,3850000,https://www.finn.no/realestate/homes/ad.html?finnkode=239072028,239072028,0,,,,,,4,,,,,,,
Leilighet,Andel,3,64,65,,1954,G - oransje,2600000,https://www.finn.no/realestate/homes/ad.html?finnkode=239070887,239070887,0,,,,,,4,,,,,,,
Enebolig,Eier (Selveier),4,166,166,,1919,G - oransje,4590000,https://www.finn.no/realestate/homes/ad.html?finnkode=232641476,232641476,0,,,,423,,,,,,,,,
Leilighet,Andel,2,73,76,3,2002,D - rød,3250000,https://www.finn.no/realestate/homes/ad.html?finnkode=239058558,239058558,0,,,,,,,,,,,,,
Enebolig,Eier (Selveier),3,157,190,,1982,,3300000,https://www.finn.no/realestate/homes/ad.html?finnkode=239070082,239070082,0,,,,1189,,,,,,,,,
Leilighet,Eier (Selveier),2,70,79,,1991,F - oransje,1550000,https://www.finn.no/realestate/homes/ad.html?finnkode=239069299,239069299,0,,,,,,3,,,,,,,
Leilighet,Eier (Selveier),3,60,62,,1989,,2990000,https://www.finn.no/realestate/homes/ad.html?finnkode=239069205,239069205,0,,,,501,,4,,,,,,,
Leilighet,Eier (Selveier),,58,66,4,2018,,3190000,https://www.finn.no/realestate/homes/ad.html?finnkode=239068526,239068526,0,,,,1557,71,,,,,,,,
Gårdsbruk/Småbruk,Eier (Selveier),5,157,157,,1920,,9250000,https://www.finn.no/realestate/homes/ad.html?finnkode=238818932,238818932,0,,,,54521,,7,,,,,,,
Leilighet,Eier (Selveier),2,67,74,-1,1996,D - rød,2590000,https://www.finn.no/realestate/homes/ad.html?finnkode=239068067,239068067,0,,,,,,,,,,,,,
Enebolig,Eier (Selveier),4,138,162,2,2013,B - gul,4800000,https://www.finn.no/realestate/homes/ad.html?finnkode=238823095,238823095,0,,,,,,,,,,,,,
Enebolig,Eier (Selveier),5,238,301,,2009,D - oransje,7480000,https://www.finn.no/realestate/homes/ad.html?finnkode=239066623,239066623,0,,,,796,,,,,,,,,
Enebolig,Eier (Selveier),4,96,144,,1956,G - gul,1250000,https://www.finn.no/realestate/homes/ad.html?finnkode=238590536,238590536,0,,,,,,5,,,,,,,
Leilighet,Eier (Selveier),1,43,45,3.,2021,,3290000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=239064140&page=15&sort=PUBLISHED_DESC,239064140,1,Leilighet 140,,,,,2,1,,,,,,
