Boligtype,Eieform bolig,Soverom,Primærrom,Bruksareal,Etasje,Byggeår,Energimerking,Pris,URL,ID,Nybygg,Enhetsid,Solforhold,Utendørsareal,Tomteareal,Bruttoareal,Rom,Ant etasjer,Tomt,Renovert år,Areal,Boligselgerforsikring,Grunnflate,Festeavgift
Enebolig,Eier (Selveier),5,201,203,,2001,C - gul,7990000,https://www.finn.no/realestate/homes/ad.html?finnkode=238943400,238943400,0,,,,542,,,,,,,,,,
Enebolig,Eier (Selveier),4,211,284,,1953,G - gul,3800000,https://www.finn.no/realestate/homes/ad.html?finnkode=238943088,238943088,0,,,,926,,,,,,,,,,
Leilighet,Eier (Selveier),3,145,145,2,2015,B - gul,6750000,https://www.finn.no/realestate/homes/ad.html?finnkode=238927088,238927088,0,,,,,,,,,,,,,,
Leilighet,Andel,2,55,55,3,1979,G - rød,2900000,https://www.finn.no/realestate/homes/ad.html?finnkode=238942558,238942558,0,,,,,,,,,,,,,,
Leilighet,Andel,,43,43,2,1963,,2080000,https://www.finn.no/realestate/homes/ad.html?finnkode=236173463,236173463,0,,,,94349,,1,,,,,,,,
Enebolig,Eier (Selveier),3,183,196,,1969,F - gul,4250000,https://www.finn.no/realestate/homes/ad.html?finnkode=238942313,238942313,0,,,,655,,,,,,,,,,
Enebolig,Eier (Selveier),3,122.5,196,,2021,,1498750.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=222955355&page=25&sort=PUBLISHED_DESC,222955355,1,,,,655,,,,,,,,,,
Enebolig,Eier (Selveier),8,226,231,,1915,G - oransje,4690000,https://www.finn.no/realestate/homes/ad.html?finnkode=238941588,238941588,0,,,,,,11,,,,,,,,
Leilighet,Eier (Selveier),0,34,34,4,1962,,2500000,https://www.finn.no/realestate/homes/ad.html?finnkode=238787010,238787010,0,,,,,,1,,,,,,,,
Tomannsbolig,Eier (Selveier),4,151,218,,1960,G - gul,5490000,https://www.finn.no/realestate/homes/ad.html?finnkode=238941508,238941508,0,,,,1068,,,,,,,,,,
Leilighet,Aksje,2,71,71,2,1960,E - mørkegrønn,4100000,https://www.finn.no/realestate/homes/ad.html?finnkode=238941412,238941412,0,,,,,,,,,,,,,,
Leilighet,Andel,2,79,86,1,1991,,1590000,https://www.finn.no/realestate/homes/ad.html?finnkode=238941163,238941163,0,,,,13637,,,,,,,,,,
Enebolig,Eier (Selveier),6,191,205,,1950,G - gul,2150000,https://www.finn.no/realestate/homes/ad.html?finnkode=238484850,238484850,0,,,,1249,,,,,,,,,,
Leilighet,Eier (Selveier),3,92,95,-1,1850,,7500000,https://www.finn.no/realestate/homes/ad.html?finnkode=238940594,238940594,0,,,,,,5,,,,,,,,
Enebolig,Eier (Selveier),4,127,127,1,2006,C - gul,3350000,https://www.finn.no/realestate/homes/ad.html?finnkode=238898671,238898671,0,,,,,,,,,,,,,,
Enebolig,Eier (Selveier),4,392,413,,1922,C - gul,11900000,https://www.finn.no/realestate/homes/ad.html?finnkode=234610698,234610698,0,,,,1447,,,,,,,,,,
Enebolig,Eier (Selveier),4,188,270,,1991,D - gul,2600000,https://www.finn.no/realestate/homes/ad.html?finnkode=231248376,231248376,0,,,,,,6,,,,,,,,
Leilighet,Eier (Selveier),2,88,92,3,2012,C - rød,2990000,https://www.finn.no/realestate/homes/ad.html?finnkode=238940155,238940155,0,,,,,,,,,,,,,,
Enebolig,Eier (Selveier),3,262,300,,1963,F - oransje,6990000,https://www.finn.no/realestate/homes/ad.html?finnkode=238526983,238526983,0,,,,1463,,,,,,,,,,
Enebolig,Eier (Selveier),4,155,224,,1955,G - rød,2700000,https://www.finn.no/realestate/homes/ad.html?finnkode=238799624,238799624,0,,,,,,6,,,,,,,,
Enebolig,Eier (Selveier),4,261,314,,1965,G - oransje,3500000,https://www.finn.no/realestate/homes/ad.html?finnkode=234162628,234162628,0,,,,,,7,,,,,,,,
Leilighet,Eier (Selveier),0,28,28,,1955,C - gul,3100000,https://www.finn.no/realestate/homes/ad.html?finnkode=238915376,238915376,0,,,,,,2,,,,,,,,
Enebolig,Eier (Selveier),4,195,204,,2021,,7848500,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=238921636&page=26&sort=PUBLISHED_DESC,238921636,1,,,,,,,2,,,,,122,,
Enebolig,Eier (Selveier),2,163,166,2,1900,G - oransje,4400000,https://www.finn.no/realestate/homes/ad.html?finnkode=238913298,238913298,0,,,,,,,,,,,,,,
Rekkehus,Andel,3,101,121,3,1961,G - oransje,4490000,https://www.finn.no/realestate/homes/ad.html?finnkode=238909440,238909440,0,,,,,,,,,,,,,,
Tomannsbolig,Eier (Selveier),6,173,217,,1972,,500000,https://www.finn.no/realestate/homes/ad.html?finnkode=238939063,238939063,0,,,,1994,,,,,,,,,,
Tomannsbolig,Eier (Selveier),3,189,254,,1896,E - gul,2600000,https://www.finn.no/realestate/homes/ad.html?finnkode=234602927,234602927,0,,,,,,5,,,,,,,,
Leilighet,Eier (Selveier),2,85,85,5,1931,F - rød,7490000,https://www.finn.no/realestate/homes/ad.html?finnkode=237583086,237583086,0,,,,,,,,,,,,,,
Enebolig,Eier (Selveier),3,121,123,,2001,D - oransje,3650000,https://www.finn.no/realestate/homes/ad.html?finnkode=236575473,236575473,0,,,,1022,,,,,,,,,,
Leilighet,Andel,2,60,60,3,2007,D - mørkegrønn,2390000,https://www.finn.no/realestate/homes/ad.html?finnkode=238831547,238831547,0,,,,,,,,,,,,,,
Enebolig,Eier (Selveier),3,202,242,3,1957,,4700000,https://www.finn.no/realestate/homes/ad.html?finnkode=236170062,236170062,0,,,,805,,,,,,,,,,
Enebolig,Eier (Selveier),4,212,252,,2021,,11500000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=238938640&page=26&sort=PUBLISHED_DESC,238938640,1,001,,,,,8,,,,,,126,,
Leilighet,Eier (Selveier),3,130,135,5,2020,C - mørkegrønn,9200000,https://www.finn.no/realestate/homes/ad.html?finnkode=238073505,238073505,0,,,,,,,,,,,,,,
Tomannsbolig,Eier (Selveier),4,149,154,2,2011,B - oransje,7450000,https://www.finn.no/realestate/homes/ad.html?finnkode=232610221,232610221,0,,,,,,,,,,,,,,
Leilighet,Eier (Selveier),3,126,126,3,1894,G - oransje,12990000,https://www.finn.no/realestate/homes/ad.html?finnkode=238938049,238938049,0,,,,,,,,,,,,,,
Enebolig,Eier (Selveier),3,172,174,3,2002,D - mørkegrønn,4990000,https://www.finn.no/realestate/homes/ad.html?finnkode=238938098,238938098,0,,,,,,,,,,,,,,
Leilighet,Andel,2,79.0,,,2021,,1112000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=164945465&page=26&sort=PUBLISHED_DESC,164945465,1,,,,,,,,,,79.0,,,,
Leilighet,Andel,2,,,,2021,,,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=232230525&page=26&sort=PUBLISHED_DESC,232230525,1,,,,,,,,,,79.0,,,,
Enebolig,Eier (Selveier),4,183,251,,1946,G - gul,1990000,https://www.finn.no/realestate/homes/ad.html?finnkode=225011833,225011833,0,,,,,,7,,,,,,,,
Leilighet,Eier (Selveier),2,73,73,3,1994,,7650000,https://www.finn.no/realestate/homes/ad.html?finnkode=238936963,238936963,0,,,,1724,,,,,,,,,,
Leilighet,Eier (Selveier),3,82,85,1,2019,,4190000,https://www.finn.no/realestate/homes/ad.html?finnkode=238936816,238936816,0,,,,,,4,,,,,,,,
Leilighet,Eier (Selveier),2,80,83,3,1896,G - rød,6800000,https://www.finn.no/realestate/homes/ad.html?finnkode=234277189,234277189,0,,,,,,,,,,,,,,
Enebolig,Eier (Selveier),2,110,243,,1971,G - oransje,2250000,https://www.finn.no/realestate/homes/ad.html?finnkode=238831686,238831686,0,,,,1862,,,,,,,,,,
Leilighet,Andel,2,52,52,3,2009,D - rød,3600000,https://www.finn.no/realestate/homes/ad.html?finnkode=238936540,238936540,0,,,,,,,,,,,,,,
Leilighet,Andel,2,68,68,1,1973,F - rød,1290000,https://www.finn.no/realestate/homes/ad.html?finnkode=238936432,238936432,0,,,,,,,,,,,,,,
Enebolig,Eier (Selveier),3,167,192,,1950,G - oransje,2850000,https://www.finn.no/realestate/homes/ad.html?finnkode=237685581,237685581,0,,,,,,4,,,,,,,,
Leilighet,Andel,1,57,61,2,1975,,2290000,https://www.finn.no/realestate/homes/ad.html?finnkode=238832943,238832943,0,,,,,,3,,,,,,,,
Enebolig,Eier (Selveier),5,228,258,,1982,F - oransje,4600000,https://www.finn.no/realestate/homes/ad.html?finnkode=238935923,238935923,0,,,,754,,,,,,,,,,
Rekkehus,Eier (Selveier),3,140,159,,1985,F - oransje,4700000,https://www.finn.no/realestate/homes/ad.html?finnkode=238907788,238907788,0,,,,,,4,,,,,,,,
Leilighet,Andel,2,84,90,1,1980,E - rød,3200000,https://www.finn.no/realestate/homes/ad.html?finnkode=238935741,238935741,0,,,,,,,,,,,,,,
Leilighet,Andel,2,67,70,2,1991,E - rød,1950000,https://www.finn.no/realestate/homes/ad.html?finnkode=238927706,238927706,0,,,,,,,,,,,,,,
Leilighet,Eier (Selveier),,70,70,1,1892,G - rød,5690000,https://www.finn.no/realestate/homes/ad.html?finnkode=234589434,234589434,0,,,,,,3,,,,,,,,
Enebolig,Eier (Selveier),2,115,118,,1915,,5975000,https://www.finn.no/realestate/homes/ad.html?finnkode=238935201,238935201,0,,,,244,141,,,,,,,,,
Enebolig,Eier (Selveier),5,204,228,2,1998,C - gul,6200000,https://www.finn.no/realestate/homes/ad.html?finnkode=238935104,238935104,0,,,,,,,,,,,,,,
Rekkehus,Eier (Selveier),4,152,168,3,1972,E - oransje,3600000,https://www.finn.no/realestate/homes/ad.html?finnkode=238815697,238815697,0,,,,,,,,,,,,,,
Rekkehus,Andel,4,101,106,2,1978,F - oransje,3000000,https://www.finn.no/realestate/homes/ad.html?finnkode=238827614,238827614,0,,,,,,,,,,,,,,
Leilighet,Andel,2,58,62,5,2004,D - rød,2490000,https://www.finn.no/realestate/homes/ad.html?finnkode=238934627,238934627,0,,,,,,,,,,,,,,
Leilighet,Andel,3,77,81,1,2019,C - mørkegrønn,2100000,https://www.finn.no/realestate/homes/ad.html?finnkode=238934464,238934464,0,,,,,,,,,,,,,,
Enebolig,Eier (Selveier),6,227,236,,1986,E - gul,6200000,https://www.finn.no/realestate/homes/ad.html?finnkode=229928530,229928530,0,,,,676,,,,,,,,,,
Leilighet,Andel,1,54,58,4,1971,F - lysegrønn,2350000,https://www.finn.no/realestate/homes/ad.html?finnkode=238933885,238933885,0,,,,,,,,,,,,,,
Leilighet,Andel,2,59,59,3,1956,E - rød,3900000,https://www.finn.no/realestate/homes/ad.html?finnkode=238929204,238929204,0,,,,,,,,,,,,,,
Leilighet,Andel,1,48,48,1,2009,C - rød,990000,https://www.finn.no/realestate/homes/ad.html?finnkode=217308995,217308995,0,,,,,,,,,,,,,,
Tomannsbolig,Eier (Selveier),3,140,154,3,2016,B - rød,5650000,https://www.finn.no/realestate/homes/ad.html?finnkode=227238261,227238261,0,,,,,,,,,,,,,,
Leilighet,Andel,3,85,90,4,1976,G - rød,2250000,https://www.finn.no/realestate/homes/ad.html?finnkode=238933322,238933322,0,,,,,,,,,,,,,,
Leilighet,Eier (Selveier),2,60,60,3,2008,D - mørkegrønn,5500000,https://www.finn.no/realestate/homes/ad.html?finnkode=237989781,237989781,0,,,,,,,,,,,,,,
Tomannsbolig,Eier (Selveier),3,153,153,3,1970,F - gul,4990000,https://www.finn.no/realestate/homes/ad.html?finnkode=238388540,238388540,0,,,,,,,,,,,,,,
Leilighet,Eier (Selveier),2,74,78,1,2015,D - oransje,3200000,https://www.finn.no/realestate/homes/ad.html?finnkode=238923382,238923382,0,,,,,,,,,,,,,,
Leilighet,Andel,2,59,62,4,2018,C - mørkegrønn,5990000,https://www.finn.no/realestate/homes/ad.html?finnkode=226077866,226077866,0,,,,,,,,,,,,,,
Leilighet,Andel,2,73,78,2,1975,G - oransje,2350000,https://www.finn.no/realestate/homes/ad.html?finnkode=238933229,238933229,0,,,,,,,,,,,,,,
Leilighet,Eier (Selveier),3,89,89,3,2002,D - rød,7200000,https://www.finn.no/realestate/homes/ad.html?finnkode=238826502,238826502,0,,,,,,,,,,,,,,
Leilighet,Eier (Selveier),2,86,86,5,1897,G - oransje,7800000,https://www.finn.no/realestate/homes/ad.html?finnkode=238877672,238877672,0,,,,,,,,,,,,,,
Enebolig,Andel,2,91,92,,2007,D - oransje,2750000,https://www.finn.no/realestate/homes/ad.html?finnkode=238915336,238915336,0,,,,,,4,,,,,,,,
Leilighet,Aksje,1,61,61,,1916,,5600000,https://www.finn.no/realestate/homes/ad.html?finnkode=238932733,238932733,0,,,,1618,,2,,,,,,,,
Leilighet,Eier (Selveier),2,64,69,1,1999,E - rød,3990000,https://www.finn.no/realestate/homes/ad.html?finnkode=238907922,238907922,0,,,,,,,,,,,,,,
Gårdsbruk/Småbruk,Eier (Selveier),,,,,,,5350000,https://www.finn.no/realestate/homes/ad.html?finnkode=197753362,197753362,0,,,,706149,,,,,,,,1,,
Leilighet,Eier (Selveier),1,53,53,2,1929,G - rød,4475000,https://www.finn.no/realestate/homes/ad.html?finnkode=235870625,235870625,0,,,,,,,,,,,,,,
Enebolig,Eier (Selveier),2,78,155,,1963,,2900000,https://www.finn.no/realestate/homes/ad.html?finnkode=238932217,238932217,0,,,,1021,,,,,,,Ja,,,
Leilighet,Eier (Selveier),2,78,83,1,2000,D - oransje,1850000,https://www.finn.no/realestate/homes/ad.html?finnkode=238932292,238932292,0,,,,,,,,,,,,,,
Enebolig,Eier (Selveier),4,186,218,,1976,F - oransje,3290000,https://www.finn.no/realestate/homes/ad.html?finnkode=233601356,233601356,0,,,,,,6,,,,,,,,
Leilighet,Andel,2,66,75,1,2012,C - rød,950000,https://www.finn.no/realestate/homes/ad.html?finnkode=238931966,238931966,0,,,,,,,,,,,,,,
Leilighet,Eier (Selveier),1,41,41,2,2020,D - mørkegrønn,3350000,https://www.finn.no/realestate/homes/ad.html?finnkode=238499078,238499078,0,,,,,,,,,,,,,,
Enebolig,Eier (Selveier),3,139,143,,2001,D - rød,6450000,https://www.finn.no/realestate/homes/ad.html?finnkode=235893029,235893029,0,,,,879,,,,,,,,,,
Enebolig,Eier (Selveier),4,143,145,,,E - gul,6490000,https://www.finn.no/realestate/homes/ad.html?finnkode=237392675,237392675,0,,,,401,160,,,,,,,,,
Enebolig,Eier (Selveier),1,71,125,,1957,G - oransje,2200000,https://www.finn.no/realestate/homes/ad.html?finnkode=238931494,238931494,0,,,,765,,,,,,,,,,
Leilighet,Eier (Selveier),2,69,72,1,2017,D - oransje,2350000,https://www.finn.no/realestate/homes/ad.html?finnkode=238931226,238931226,0,,,,,,,,,,,,,,
Enebolig,Eier (Selveier),,153,277,,1810,G - oransje,7990000,https://www.finn.no/realestate/homes/ad.html?finnkode=218262260,218262260,0,,,,71398,277,,,,,,,,,
Leilighet,Andel,1,63,63,1,1987,F - rød,1950000,https://www.finn.no/realestate/homes/ad.html?finnkode=237585478,237585478,0,,,,,,,,,,,,,,
Leilighet,Eier (Selveier),3,83,83,5,1940,G - mørkegrønn,6200000,https://www.finn.no/realestate/homes/ad.html?finnkode=232211442,232211442,0,,,,,,,,,,,,,,
Leilighet,Andel,2,59,59,2,1972,E - rød,3300000,https://www.finn.no/realestate/homes/ad.html?finnkode=235142863,235142863,0,,,,,,,,,,,,,,
Enebolig,Eier (Selveier),3,81,152,,1961,G - rød,3220000,https://www.finn.no/realestate/homes/ad.html?finnkode=236819291,236819291,0,,,,657,,,,,,,,,,
Leilighet,Eier (Selveier),1,86,89,1,1883,G - rød,2890000,https://www.finn.no/realestate/homes/ad.html?finnkode=238931059,238931059,0,,,,,,,,,,,,,,
Leilighet,Andel,2,74,78,1,2007,,2400000,https://www.finn.no/realestate/homes/ad.html?finnkode=238848423,238848423,0,,,,2381,,,,,,,,,,
Enebolig,Eier (Selveier),3,158,173,,1989,E - oransje,4990000,https://www.finn.no/realestate/homes/ad.html?finnkode=238930617,238930617,0,,,,444,,,,,,,,,,
Enebolig,Eier (Selveier),3,113,191,1,1975,E - oransje,9200000,https://www.finn.no/realestate/homes/ad.html?finnkode=238814827,238814827,0,,,,,,,,,,,,,,
Enebolig,Eier (Selveier),5,175,187,2,1972,E - gul,3690000,https://www.finn.no/realestate/homes/ad.html?finnkode=238930444,238930444,0,,,,,,,,,,,,,,
Enebolig,Eier (Selveier),3,123,133,,2015,C - rød,3290000,https://www.finn.no/realestate/homes/ad.html?finnkode=238928905,238928905,0,,,,349,,,,,,,,,,
Leilighet,Andel,1,65,65,1,1981,,1590000,https://www.finn.no/realestate/homes/ad.html?finnkode=168005789,168005789,0,,,,,,2,,,,,,,,
Leilighet,Eier (Selveier),1,64,68,1,1982,G - rød,2790000,https://www.finn.no/realestate/homes/ad.html?finnkode=214867449,214867449,0,,,,,,,,,,,,,,
Leilighet,Eier (Selveier),2,97,1015,,2021,,5990000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=238929784&page=27&sort=PUBLISHED_DESC,238929784,1,B5-05,,,,,,,,,,,,,
Tomannsbolig,Eier (Selveier),5,210,294,,1946,F - oransje,6100000,https://www.finn.no/realestate/homes/ad.html?finnkode=238812348,238812348,0,,,,,,18,,,,,,,,
Leilighet,Andel,3,91,91,3,1974,F - rød,7500000,https://www.finn.no/realestate/homes/ad.html?finnkode=238929505,238929505,0,,,,,,,,,,,,,,
Leilighet,Eier (Selveier),1,45,45,6,1933,,4390000,https://www.finn.no/realestate/homes/ad.html?finnkode=238929445,238929445,0,,,,712,,,,,,,,,,
Enebolig,Eier (Selveier),4,131,185,3,1952,,4500000,https://www.finn.no/realestate/homes/ad.html?finnkode=238929074,238929074,0,,,,,,8,,,,,,,,
Tomannsbolig,Eier (Selveier),4,142,142,1,1939,F - oransje,3150000,https://www.finn.no/realestate/homes/ad.html?finnkode=221318361,221318361,0,,,,,,,,,,,,,,
Enebolig,Eier (Selveier),4,149,151,,1902,G - oransje,2590000,https://www.finn.no/realestate/homes/ad.html?finnkode=238926933,238926933,0,,,,211,,,,,,,,,,
Leilighet,Eier (Selveier),2,90,90,2,1989,E - rød,7990000,https://www.finn.no/realestate/homes/ad.html?finnkode=238174949,238174949,0,,,,,,,,,,,,,,
Enebolig,Eier (Selveier),4,131,207,2,1955,G - oransje,2100000,https://www.finn.no/realestate/homes/ad.html?finnkode=228813483,228813483,0,,,,,,,,,,,,,,
Tomannsbolig,Eier (Selveier),3,260,290,3,1906,G - gul,13500000,https://www.finn.no/realestate/homes/ad.html?finnkode=238926916,238926916,0,,,,,,,,,,,,,,
Enebolig,Eier (Selveier),5,208,238,,1981,,2890000,https://www.finn.no/realestate/homes/ad.html?finnkode=238928668,238928668,0,,,,672,,7,,,,,,,,
Leilighet,Eier (Selveier),2,93,101,,1989,E - rød,8250000,https://www.finn.no/realestate/homes/ad.html?finnkode=235378278,235378278,0,,,,,,3,,,,,,,,
Leilighet,Eier (Selveier),2,75,75,1,2002,E - rød,5500000,https://www.finn.no/realestate/homes/ad.html?finnkode=238915473,238915473,0,,,,,,,,,,,,,,
Leilighet,Andel,3,89,89,4,1970,G - rød,2590000,https://www.finn.no/realestate/homes/ad.html?finnkode=238927519,238927519,0,,,,,,,,,,,,,,
Leilighet,Eier (Selveier),3,132,135,5,1980,,7290000,https://www.finn.no/realestate/homes/ad.html?finnkode=238927714,238927714,0,,,,2015,,,,,,,,,,
Enebolig,Eier (Selveier),4,354,490,3,1887,,2650000,https://www.finn.no/realestate/homes/ad.html?finnkode=238911650,238911650,0,,,,,,9,,,,,,,,
Enebolig,Eier (Selveier),3,134,143,,2005,D - oransje,4400000,https://www.finn.no/realestate/homes/ad.html?finnkode=238927531,238927531,0,,,,934,,,,,,,,,,
Leilighet,Eier (Selveier),3,80,84,,2015,,1590000,https://www.finn.no/realestate/homes/ad.html?finnkode=238927285,238927285,0,,,,,,,,Eiet,,,Ja,,,
Enebolig,Eier (Selveier),4,112,112,,1885,,7400000,https://www.finn.no/realestate/homes/ad.html?finnkode=238886398,238886398,0,,,,94,,6,,,,,,,,
Enebolig,Eier (Selveier),,135,173,,1969,G - gul,3800000,https://www.finn.no/realestate/homes/ad.html?finnkode=238927082,238927082,0,,,,605,192,,,,,,,,,
Leilighet,Andel,2,87,87,2,1973,F - rød,4250000,https://www.finn.no/realestate/homes/ad.html?finnkode=238823862,238823862,0,,,,,,,,,,,,,,
Rekkehus,Eier (Selveier),3,166,204,3,2014,B - rød,5190000,https://www.finn.no/realestate/homes/ad.html?finnkode=238926833,238926833,0,,,,,,,,,,,,,,
Tomannsbolig,Eier (Selveier),,240,253,,1968,D - gul,13850000,https://www.finn.no/realestate/homes/ad.html?finnkode=237217432,237217432,0,,,,893,284,,,,,,,,,
Leilighet,Andel,2,58,58,3,2009,C - mørkegrønn,2450000,https://www.finn.no/realestate/homes/ad.html?finnkode=230233459,230233459,0,,,,,,,,,,,,,,
Leilighet,Andel,1,45,45,5,2007,E - lysegrønn,3400000,https://www.finn.no/realestate/homes/ad.html?finnkode=238926325,238926325,0,,,,,,,,,,,,,,
Enebolig,Eier (Selveier),3,98,190,,1959,G - gul,3400000,https://www.finn.no/realestate/homes/ad.html?finnkode=231475772,231475772,0,,,,,,,,Eiet,,,,,,
Enebolig,Eier (Selveier),4,160,160,2,1982,,3100000,https://www.finn.no/realestate/homes/ad.html?finnkode=238926249,238926249,0,,,,,,6,,,,,,,,
Enebolig,Eier (Selveier),2,141,226,,1969,,4200000,https://www.finn.no/realestate/homes/ad.html?finnkode=238815282,238815282,0,,,,778,247,,,,,,,,,
Leilighet,Eier (Selveier),2,70,70,,2020,B - rød,3290000,https://www.finn.no/realestate/homes/ad.html?finnkode=238926001,238926001,0,,,,12894,,,,,,,,,,
Garasje/Parkering,Eier (Selveier),,13,13,,1988,,500000,https://www.finn.no/realestate/homes/ad.html?finnkode=238925791,238925791,0,,,,,13,,,Eiet,,,,,,
Leilighet,Eier (Selveier),3,107,110,,2003,,4400000,https://www.finn.no/realestate/homes/ad.html?finnkode=238925794,238925794,0,,,,7964,,,,,,,Ja,,,
Tomannsbolig,Eier (Selveier),5,298,468,,1939,G - gul,12750000,https://www.finn.no/realestate/homes/ad.html?finnkode=238802751,238802751,0,,,,,,9,,,,,,,,
Gårdsbruk/Småbruk,Eier (Selveier),4,214,243,3,1996,,15000000,https://www.finn.no/realestate/homes/ad.html?finnkode=238525698,238525698,0,,,,,,5,,,,,,,,
Leilighet,Andel,1,52,52,7,1978,E - rød,4450000,https://www.finn.no/realestate/homes/ad.html?finnkode=238367471,238367471,0,,,,,,,,,,,,,,
Rekkehus,Eier (Selveier),3,93,114,,1964,,2550000,https://www.finn.no/realestate/homes/ad.html?finnkode=238925336,238925336,0,,,,77,,,,,,,,,677,
Leilighet,Andel,,79,79,2,1965,G - rød,1850000,https://www.finn.no/realestate/homes/ad.html?finnkode=238925175,238925175,0,,,,2979,,,,,,,,,,
Leilighet,Eier (Selveier),3,78,78,2,2005,E - rød,5950000,https://www.finn.no/realestate/homes/ad.html?finnkode=238916872,238916872,0,,,,,,,,,,,,,,
Leilighet,Eier (Selveier),2.0,73.5,,,2021,,3690000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=238922684&page=28&sort=PUBLISHED_DESC,238922684,1,,,,,,,,,,73.5,,,,
Leilighet,Eier (Selveier),1,50,50,4,1948,D - rød,4300000,https://www.finn.no/realestate/homes/ad.html?finnkode=238924482,238924482,0,,,,,,,,,,,,,,
Leilighet,Eier (Selveier),2,71,74,7,2020,B - mørkegrønn,5390000,https://www.finn.no/realestate/homes/ad.html?finnkode=235401109,235401109,0,,,,,,,,,,,,,,
Rekkehus,Eier (Selveier),2,72,78,,1986,,1660000,https://www.finn.no/realestate/homes/ad.html?finnkode=238918525,238918525,0,,,,315,,,,,,,,78,,
Leilighet,Eier (Selveier),1,29,29,1,2003,D - rød,2990000,https://www.finn.no/realestate/homes/ad.html?finnkode=238924035,238924035,0,,,,,,,,,,,,,,
Leilighet,Eier (Selveier),1,,29,1,2021,,,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=238818264&page=28&sort=PUBLISHED_DESC,238818264,1,,,,,,,,,,,,,,
Enebolig,Eier (Selveier),4,129,134,2,1994,E - oransje,3900000,https://www.finn.no/realestate/homes/ad.html?finnkode=238923749,238923749,0,,,,,,,,,,,,,,
Leilighet,Eier (Selveier),3,107,115,3.,2021,,7300000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=238920898&page=28&sort=PUBLISHED_DESC,238920898,1,,Lyst og fint beliggende store vindusflater mot syd og med vestvendt balkong.,,,,4,5,,,,,,,
Leilighet,Andel,2,62,65,2,2004,D - rød,890000,https://www.finn.no/realestate/homes/ad.html?finnkode=238922790,238922790,0,,,,,,,,,,,,,,
Leilighet,Eier (Selveier),2.0,85.0,,,2021,,5925000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=236874843&page=28&sort=PUBLISHED_DESC,236874843,1,,,,,,,,,,85.0,,,,
Enebolig,Eier (Selveier),4,445,455,,1938,G - rød,28900000,https://www.finn.no/realestate/homes/ad.html?finnkode=238922712,238922712,0,,,,1855,,,,,,,,,,
Tomannsbolig,Eier (Selveier),2,79,84,1,2001,D - oransje,2990000,https://www.finn.no/realestate/homes/ad.html?finnkode=237756990,237756990,0,,,,,,,,,,,,,,
Leilighet,Eier (Selveier),2,110,110,2,1993,C - rød,18000000,https://www.finn.no/realestate/homes/ad.html?finnkode=238813422,238813422,0,,,,,,,,,,,,,,
Leilighet,Andel,1,54,54,2,1949,G - oransje,1350000,https://www.finn.no/realestate/homes/ad.html?finnkode=238409001,238409001,0,,,,,,,,,,,,,,
Leilighet,Andel,1,66,66,1,1984,F - rød,3050000,https://www.finn.no/realestate/homes/ad.html?finnkode=238921445,238921445,0,,,,,,,,,,,,,,
Leilighet,Andel,2,71,77,4,2019,C - mørkegrønn,4190000,https://www.finn.no/realestate/homes/ad.html?finnkode=238921479,238921479,0,,,,,,,,,,,,,,
Leilighet,Eier (Selveier),2,68,72,1,2007,D - rød,2840000,https://www.finn.no/realestate/homes/ad.html?finnkode=233798935,233798935,0,,,,,,,,,,,,,,
Leilighet,Andel,2,71,71,3,1952,F - oransje,6380000,https://www.finn.no/realestate/homes/ad.html?finnkode=238909348,238909348,0,,,,,,,,,,,,,,
Leilighet,Eier (Selveier),2,58,62,3.,2021,,3690000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=238920588&page=28&sort=PUBLISHED_DESC,238920588,1,3302,Vestvendt beliggenhet.,Stor terrasse med glassrekkverk. Skjermet beliggenhet inn mot takhagen.,,,,,,,,,,,
Leilighet,Andel,0,20,20,5,1939,D - mørkegrønn,2700000,https://www.finn.no/realestate/homes/ad.html?finnkode=238519535,238519535,0,,,,,,,,,,,,,,
Enebolig,Eier (Selveier),4,209,282,,1910,G - gul,5050000,https://www.finn.no/realestate/homes/ad.html?finnkode=235349796,235349796,0,,,,967,,,,,,,,,,
Tomannsbolig,Andel,3,115,121,,1978,,1870000,https://www.finn.no/realestate/homes/ad.html?finnkode=238740119,238740119,0,,,,,,,,,,,,,,
Tomannsbolig,Andel,3,170,121,,2021,,7990000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=238915507&page=28&sort=PUBLISHED_DESC,238915507,1,,,,,,,,,,,,,,
Leilighet,Eier (Selveier),0,30,33,2,2019,C - mørkegrønn,2600000,https://www.finn.no/realestate/homes/ad.html?finnkode=232999527,232999527,0,,,,,,,,,,,,,,
Tomannsbolig,Eier (Selveier),3,125,170,,1900,,3800000,https://www.finn.no/realestate/homes/ad.html?finnkode=238901290,238901290,0,,,,775,198,,,,,,,,,
