Pris,Boligtype,Eieform bolig,Soverom,Primærrom,Bruksareal,Etasje,Byggeår,Energimerking,URL,ID,Dager siden annonse,Nybygg,Fylke,Omkostninger,Totalpris,Kommunale avg.,Formuesverdi,Tomteareal,Aircondition,Alarm,Balkong/Terrasse,Takterasse,Barnevennlig,Bredbåndstilknytning,Fellesvaskeri,Garasje/P-plass,Heis,Ingen gjenboerer,Kabel-TV,Lademulighet,Livsløpsstandard,Moderne,Offentlig vann/kloakk,Parkett,Peis/Ildsted,Rolig,Sentralt,Utsikt,Vaktmester-/vektertjeneste,Bademulighet,Fiskemulighet,Turterreng
4490000,Leilighet,Andel,3,91,103,4,1962,F - rød,https://www.finn.no/realestate/homes/ad.html?finnkode=246132948,246132948,0:00:00,0,Oslo,8060,4554622,,1147482,15879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6000000,Leilighet,Eier (Selveier),2,60,63,4,2017,C - mørkegrønn,https://www.finn.no/realestate/homes/ad.html?finnkode=246100960,246100960,"1 day, 0:00:00",0,Oslo,151342,6151342,,1312754,8275,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1
17500000,Enebolig,Eier (Selveier),4,168,196,,1999,D - rød,https://www.finn.no/realestate/homes/ad.html?finnkode=244316342,244316342,0:00:00,0,Oslo,453142,17953142,,,1183,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1
13500000,Leilighet,Eier (Selveier),3,103,113,1.,2021,,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=246124963&location=0.20061&page=1&sort=PUBLISHED_DESC,246124963,0:00:00,1,Oslo,99824,13599824,,,,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1
4450000,Leilighet,Andel,1,50,50,3,2015,B - lysegrønn,https://www.finn.no/realestate/homes/ad.html?finnkode=246092654,246092654,"1 day, 0:00:00",0,Oslo,8808,4458808,,1042475,3476,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2950000,Leilighet,Eier (Selveier),1,71,73,-1,1972,D - rød,https://www.finn.no/realestate/homes/ad.html?finnkode=245659564,245659564,"1 day, 0:00:00",0,Oslo,78974,3182974,,823534,21485,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1
8800000,Tomannsbolig,Eier (Selveier),4,179,193,,1975,E - gul,https://www.finn.no/realestate/homes/ad.html?finnkode=246000270,246000270,"1 day, 0:00:00",0,Oslo,221378,9021378,16663,1931407,482,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
5950000,Leilighet,Andel,2,71,71,4,1897,G - lysegrønn,https://www.finn.no/realestate/homes/ad.html?finnkode=246074363,246074363,"1 day, 0:00:00",0,Oslo,1632,6145632,,,1899,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1
2200000,Leilighet,Andel,,24,24,9,1959,D - rød,https://www.finn.no/realestate/homes/ad.html?finnkode=246119653,246119653,0:00:00,0,Oslo,15704,2409704,,523136,1371,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1
3990000,Leilighet,Eier (Selveier),1,64,81,2,2012,C - rød,https://www.finn.no/realestate/homes/ad.html?finnkode=246118551,246118551,0:00:00,0,Oslo,111292,4101292,,854111,9544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2750000,Leilighet,Andel,0,28,35,1,1968,F - lysegrønn,https://www.finn.no/realestate/homes/ad.html?finnkode=245436512,245436512,"1 day, 0:00:00",0,Oslo,8808,2831808,,475924,98341,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
3995000,Leilighet,Andel,3,81,85,2,2019,C - mørkegrønn,https://www.finn.no/realestate/homes/ad.html?finnkode=237743887,237743887,"1 day, 0:00:00",0,Oslo,8626,7243626,,1555224,3601,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1
3800000,Leilighet,Eier (Selveier),1,40,40,2,2006,D - mørkegrønn,https://www.finn.no/realestate/homes/ad.html?finnkode=236991604,236991604,"1 day, 0:00:00",0,Oslo,96342,3896342,,857603,845,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
2800000,Leilighet,Andel,2,59,59,2,1989,,https://www.finn.no/realestate/homes/ad.html?finnkode=246111765,246111765,0:00:00,0,Oslo,8032,3135032,,959365,8554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3100000,Leilighet,Eier (Selveier),0,24,24,5,1937,E - rød,https://www.finn.no/realestate/homes/ad.html?finnkode=246034539,246034539,"1 day, 0:00:00",0,Oslo,82667,3235667,,811529,764,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
12500000,Leilighet,Eier (Selveier),,148,152,5,1914,,https://www.finn.no/realestate/homes/ad.html?finnkode=246110531,246110531,0:00:00,0,Oslo,314014,12814014,,,867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000000,Leilighet,Eier (Selveier),2,107,107,4,1998,E - oransje,https://www.finn.no/realestate/homes/ad.html?finnkode=246107938,246107938,0:00:00,0,Oslo,261770,10270104,,1962646,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4500000,Leilighet,Andel,4,119,125,4.,2021,,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=246072951&location=0.20061&page=1&sort=PUBLISHED_DESC,246072951,"1 day, 0:00:00",1,Oslo,91344,15091344,,,,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1
3600000,Leilighet,Eier (Selveier),1,34,37,2,1995,,https://www.finn.no/realestate/homes/ad.html?finnkode=246015214,246015214,"1 day, 0:00:00",0,Oslo,91342,3691342,,,465,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0
3350000,Leilighet,Eier (Selveier),2,69,69,2,1992,D - rød,https://www.finn.no/realestate/homes/ad.html?finnkode=246101464,246101464,0:00:00,0,Oslo,94239,3503239,,834424,21925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400000,Leilighet,Andel,1,43,44,1,1937,C - gul,https://www.finn.no/realestate/homes/ad.html?finnkode=246039986,246039986,"1 day, 0:00:00",0,Oslo,8776,3798776,,930276,,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0
5350000,Leilighet,Eier (Selveier),1,46,46,4,1975,E - rød,https://www.finn.no/realestate/homes/ad.html?finnkode=246028785,246028785,"1 day, 0:00:00",0,Oslo,138412,5621608,,1214056,632,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
5790000,Leilighet,Eier (Selveier),1,51,51,1,2021,C - mørkegrønn,https://www.finn.no/realestate/homes/ad.html?finnkode=244464683,244464683,"1 day, 0:00:00",0,Oslo,34320,5824320,,,,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1820000,Leilighet,Andel,1,46,51,1,,,https://www.finn.no/realestate/homes/ad.html?finnkode=246097481,246097481,"1 day, 0:00:00",0,Oslo,35216,4585216,,,,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0
4900000,Leilighet,Andel,2,55,55,3,1940,F - mørkegrønn,https://www.finn.no/realestate/homes/ad.html?finnkode=246097389,246097389,0:00:00,0,Oslo,15704,5159704,,1109285,,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
3280000,Leilighet,Andel,2,72,72,1,1976,C - rød,https://www.finn.no/realestate/homes/ad.html?finnkode=236576774,236576774,0:00:00,0,Oslo,16854,3813648,,,5402,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
3700000,Leilighet,Andel,1,54,55,2,1952,E - rød,https://www.finn.no/realestate/homes/ad.html?finnkode=246096178,246096178,0:00:00,0,Oslo,15554,3924554,,,44389,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
2390000,Leilighet,Andel,,27,27,3,1951,,https://www.finn.no/realestate/homes/ad.html?finnkode=246095698,246095698,0:00:00,0,Oslo,8032,2503668,,532587,14331,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
22000000,Leilighet,Aksje,2,139,139,2,1912,G - mørkegrønn,https://www.finn.no/realestate/homes/ad.html?finnkode=246095386,246095386,0:00:00,0,Oslo,13015,22013015,,,599,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0
7690000,Leilighet,Andel,2,77,77,4,1903,,https://www.finn.no/realestate/homes/ad.html?finnkode=246004042,246004042,"1 day, 0:00:00",0,Oslo,8731,7826206,,1050346,464,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
12700000,Tomannsbolig,Eier (Selveier),3,122,126,,2019,B - oransje,https://www.finn.no/realestate/homes/ad.html?finnkode=244008618,244008618,0:00:00,0,Oslo,333170,13033170,,2316915,1063,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1
4950000,Leilighet,Eier (Selveier),2,57,57,3,2017,D - mørkegrønn,https://www.finn.no/realestate/homes/ad.html?finnkode=246089802,246089802,0:00:00,0,Oslo,132770,5082770,,1000424,4568,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1
5900000,Rekkehus,Andel,2,109,109,,1954,F - oransje,https://www.finn.no/realestate/homes/ad.html?finnkode=245897472,245897472,0:00:00,0,Oslo,8009,6176995,,1646458,95436,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1
10500000,Leilighet,Aksje,2,88,88,5,2021,,https://www.finn.no/realestate/homes/ad.html?finnkode=246086547,246086547,0:00:00,0,Oslo,4024,10551024,,,1963,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
2950000,Leilighet,Eier (Selveier),,20,20,3,1878,,https://www.finn.no/realestate/homes/ad.html?finnkode=211082594,211082594,0:00:00,0,Oslo,85292,3035292,,552301,224,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0
7450000,Enebolig,Eier (Selveier),4,158,158,,1976,F - oransje,https://www.finn.no/realestate/homes/ad.html?finnkode=236975938,236975938,0:00:00,0,Oslo,201920,7651920,16955,1230341,907,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1
3390000,Leilighet,Andel,1,33,33,2,1936,F - mørkegrønn,https://www.finn.no/realestate/homes/ad.html?finnkode=226532226,226532226,"1 day, 0:00:00",0,Oslo,10032,3661364,,735666,4653,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1
12700000,Leilighet,Eier (Selveier),3,144,147,1,1990,F - rød,https://www.finn.no/realestate/homes/ad.html?finnkode=244008623,244008623,0:00:00,0,Oslo,329342,13042287,,1984711,2502,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1
6300000,Leilighet,Eier (Selveier),2,61,61,2,1922,G - oransje,https://www.finn.no/realestate/homes/ad.html?finnkode=244162388,244162388,0:00:00,0,Oslo,170220,6517087,,1030394,1926,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1
7800000,Leilighet,Eier (Selveier),2,80,86,3,2001,,https://www.finn.no/realestate/homes/ad.html?finnkode=245977508,245977508,"1 day, 0:00:00",0,Oslo,244062,8090618,,1675152,6604,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0
4800000,Leilighet,Eier (Selveier),1,60,62,2,1984,G - oransje,https://www.finn.no/realestate/homes/ad.html?finnkode=246005617,246005617,"1 day, 0:00:00",0,Oslo,121642,4933642,,1259018,31766,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1
15375000.0,Leilighet,Eier (Selveier),2.5,117.5,,,2021,,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=190069606&location=0.20061&page=2&sort=PUBLISHED_DESC,190069606,"1 day, 0:00:00",1,Oslo,60840104970,931084021604970,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
