Pris,Boligtype,Eieform bolig,Soverom,Primærrom,Bruksareal,Etasje,Byggeår,Energimerking,URL,ID,Dager siden annonse,Nybygg,Fylke,Omkostninger,Totalpris,Kommunale avg.,Formuesverdi,Tomteareal,Aircondition,Alarm,Balkong/Terrasse,Takterasse,Barnevennlig,Bredbåndstilknytning,Fellesvaskeri,Garasje/P-plass,Heis,Ingen gjenboerer,Kabel-TV,Lademulighet,Livsløpsstandard,Moderne,Offentlig vann/kloakk,Parkett,Peis/Ildsted,Rolig,Sentralt,Utsikt,Vaktmester-/vektertjeneste,Bademulighet,Fiskemulighet,Turterreng
,,,,,,,2021,,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=245937013&location=0.20018&page=1&sort=PUBLISHED_DESC,245937013,0,1,Nordland,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3990000,Enebolig,Eier (Selveier),3,171,171,,1969,G - gul,https://www.finn.no/realestate/homes/ad.html?finnkode=245648962,245648962,"2 days, 0:00:00",0,Nordland,100920,4090920,17148,940547,813,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1
2450000,Leilighet,Andel,2,51,51,6,2005,D - rød,https://www.finn.no/realestate/homes/ad.html?finnkode=245641053,245641053,"2 days, 0:00:00",0,Nordland,1132,3194947,,679824,1731,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1
950000,Enebolig,Eier (Selveier),4,117,153,,1960,F - gul,https://www.finn.no/realestate/homes/ad.html?finnkode=241804708,241804708,"2 days, 0:00:00",0,Nordland,24920,974920,6367,183729,3110,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3800000,Enebolig,Eier (Selveier),2,81,107,,1966,G - oransje,https://www.finn.no/realestate/homes/ad.html?finnkode=246001438,246001438,"2 days, 0:00:00",0,Nordland,96170,3896170,14425,501118,1012,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
4300000.0,,,,59.5,,,2021,,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=245955625&location=0.20018&page=1&sort=PUBLISHED_DESC,245955625,0,1,Nordland,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3850000,Leilighet,Eier (Selveier),2,75,78,2,2007,,https://www.finn.no/realestate/homes/ad.html?finnkode=245956283,245956283,"2 days, 0:00:00",0,Nordland,97592,3947592,10457,867935,2519,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1
2450000,Enebolig,Eier (Selveier),2,89,99,1,1978,F - gul,https://www.finn.no/realestate/homes/ad.html?finnkode=245991225,245991225,"2 days, 0:00:00",0,Nordland,62592,2512592,13010,418789,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000000,Leilighet,Andel,2,69,72,2,2015,D - rød,https://www.finn.no/realestate/homes/ad.html?finnkode=238970563,238970563,0:00:00,0,Nordland,5432,3005432,,738419,2128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2600000,Leilighet,Eier (Selveier),4,76,131,3,2009,D - rød,https://www.finn.no/realestate/homes/ad.html?finnkode=243872008,243872008,"1 day, 0:00:00",0,Nordland,66170,2666170,3054,510308,1564,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1
1290000,Enebolig,Eier (Selveier),3,135,178,,1984,,https://www.finn.no/realestate/homes/ad.html?finnkode=225816215,225816215,0:00:00,0,Nordland,43192,1333192,3547,316874,771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1900000,Enebolig,Eier (Selveier),3,126,188,,1979,F - oransje,https://www.finn.no/realestate/homes/ad.html?finnkode=245974053,245974053,"2 days, 0:00:00",0,Nordland,48670,1948670,,470728,3417,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
1300000,Leilighet,Andel,1,41,46,5,2007,C - rød,https://www.finn.no/realestate/homes/ad.html?finnkode=245972514,245972514,"2 days, 0:00:00",0,Nordland,960,2435527,,553597,2566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000000,Rekkehus,Andel,3,115,123,,1955,G - oransje,https://www.finn.no/realestate/homes/ad.html?finnkode=245972270,245972270,0:00:00,0,Nordland,8032,2474989,,530828,10569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3150000,Leilighet,Andel,1,50,79,2,1957,,https://www.finn.no/realestate/homes/ad.html?finnkode=245965582,245965582,"2 days, 0:00:00",0,Nordland,5232,3343035,,,5937,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2000000,Leilighet,Andel,1,55,64,3,1996,,https://www.finn.no/realestate/homes/ad.html?finnkode=245537465,245537465,"2 days, 0:00:00",0,Nordland,1132,2382658,,615257,3393,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1
5220000.0,Leilighet,Eier (Selveier),3,105.5,,,2021,,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=205946730&location=0.20018&page=1&sort=PUBLISHED_DESC,205946730,"2 days, 0:00:00",1,Nordland,59708240,41959706258240,,,,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1300000,Leilighet,Andel,1,34,34,2,1973,,https://www.finn.no/realestate/homes/ad.html?finnkode=245939090,245939090,"2 days, 0:00:00",0,Nordland,1132,1963343,,,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2950000,Leilighet,Eier (Selveier),1,46,49,2.,2021,,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=245925066&location=0.20018&page=1&sort=PUBLISHED_DESC,245925066,"2 days, 0:00:00",1,Nordland,20282,2970282,,,,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1
3890000,Rekkehus,Andel,3,95,102,,1992,E - oransje,https://www.finn.no/realestate/homes/ad.html?finnkode=245901701,245901701,0:00:00,0,Nordland,8010,4405196,,905100,10499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2590000,Leilighet,Andel,1,59,59,1,1974,E - rød,https://www.finn.no/realestate/homes/ad.html?finnkode=245814442,245814442,0:00:00,0,Nordland,8060,2646385,,574690,2584,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1
