Boligtype,Eieform bolig,Soverom,Primærrom,Bruksareal,Etasje,Byggeår,Energimerking,Pris,URL,ID,Nybygg,Eieform,Enhetsid,Solforhold,Utendørsareal,Tomteareal,Bruttoareal,Rom,Ant etasjer,Tomt,Renovert år,Areal,dato:21.06: ca. sol fra 15:30 - 21:30,Boligselgerforsikring,Grunnflate
Tomannsbolig,Eier (Selveier),3,109,111,3,2013,B - oransje,7450000,https://www.finn.no/realestate/homes/ad.html?finnkode=238872185,238872185,0,,,,,,,,,,,,,,
Rekkehus,Eier (Selveier),3,114,121,3,1972,E - gul,3250000,https://www.finn.no/realestate/homes/ad.html?finnkode=238824661,238824661,0,,,,,,,,,,,,,,
Enebolig,Eier (Selveier),3,97,97,3,1950,G - gul,2850000,https://www.finn.no/realestate/homes/ad.html?finnkode=238850590,238850590,0,,,,,,,,,,,,,,
Leilighet,Eier (Selveier),1,54,54,5,2002,D - mørkegrønn,4850000,https://www.finn.no/realestate/homes/ad.html?finnkode=238481915,238481915,0,,,,,,,,,,,,,,
Enebolig,Eier (Selveier),3,124,129,2,1938,G - gul,4200000,https://www.finn.no/realestate/homes/ad.html?finnkode=238834436,238834436,0,,,,,,,,,,,,,,
Enebolig,Eier (Selveier),2,152,198,,1939,G - gul,4100000,https://www.finn.no/realestate/homes/ad.html?finnkode=238847267,238847267,0,,,,,1035 m² (eiet),,,,,,,,,
Enebolig,Eier (Selveier),5,195,234,,1936,G - gul,3000000,https://www.finn.no/realestate/homes/ad.html?finnkode=238892604,238892604,0,,,,,1369 m² (eiet),,,,,,,,,
Leilighet,Andel,1,46,46,3,2006,E - rød,1990000,https://www.finn.no/realestate/homes/ad.html?finnkode=238826682,238826682,0,,,,,,,,,,,,,,
Leilighet,Aksje,1,49,49,4,1936,G - mørkegrønn,3870000,https://www.finn.no/realestate/homes/ad.html?finnkode=238812352,238812352,0,,,,,,,,,,,,,,
Enebolig,Eier (Selveier),2,76,151,,1965,G - oransje,2150000,https://www.finn.no/realestate/homes/ad.html?finnkode=238892109,238892109,0,,,,,1575 m² (eiet),,,,,,,,,
Tomannsbolig,Eier (Selveier),3,81,81,3,1955,,1390000,https://www.finn.no/realestate/homes/ad.html?finnkode=238285546,238285546,0,,,,,,,9,,,,,,,
Enebolig,Eier (Selveier),3,93,140,,1993,E - gul,2500000,https://www.finn.no/realestate/homes/ad.html?finnkode=238891037,238891037,0,,,,,1630 m² (eiet),,,,,,,,,
Enebolig,Eier (Selveier),3,117.0,140,,2021,,4198000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=215511204&page=4&sort=PUBLISHED_DESC,215511204,1,,,,,1630 m² (eiet),,,,,,,,,
Rekkehus,Eier (Selveier),2,118,129,,1972,,2190000,https://www.finn.no/realestate/homes/ad.html?finnkode=238890478,238890478,0,,,,,162 m² (eiet),,,,,,,,Ja,
Rekkehus,Andel,3,127,137,,1987,E - gul,4500000,https://www.finn.no/realestate/homes/ad.html?finnkode=238888612,238888612,0,,,,,14836 m² (eiet),,,,,,,,,
Leilighet,,3,99 ,107,5.,2021,,7850000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=223083482&page=4&sort=PUBLISHED_DESC,223083482,1,Eier (Selveier),HEIMDAL SENTRUM - Moderne 4-roms topp- og hjørneleilighet | To balkonger | Heis | P-plass | D501,,,,,4,5,,,,,,
Leilighet,Andel,2,68,88,3,1971,F - rød,1950000,https://www.finn.no/realestate/homes/ad.html?finnkode=238754758,238754758,0,,,,,,,,,,,,,,
Enebolig,Eier (Selveier),3,172,231,,1976,F - oransje,3885000,https://www.finn.no/realestate/homes/ad.html?finnkode=238511835,238511835,0,,,,,,,7,,,,,,,
Tomannsbolig,Eier (Selveier),3,156,156,,1949,F - oransje,11750000,https://www.finn.no/realestate/homes/ad.html?finnkode=238854684,238854684,0,,,,,,,5,,,,,,,
Enebolig,Eier (Selveier),4,176,187,3,2005,D - oransje,10750000,https://www.finn.no/realestate/homes/ad.html?finnkode=238496337,238496337,0,,,,,,,,,,,,,,
Leilighet,,1 - 2,63.5,,,2021,,3040000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=205288446&page=4&sort=PUBLISHED_DESC,205288446,1,Eier (Selveier),,,,,,,,,,57 - 70 m²,,,
Leilighet,,1 - 3,92.5,,,2021,,12150000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=232246153&page=4&sort=PUBLISHED_DESC,232246153,1,Eier (Selveier),,,,,,,,,,38 - 147 m²,,,
Leilighet,,3,84.5,,,2021,,1760000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=219212611&page=4&sort=PUBLISHED_DESC,219212611,1,Andel,,,,,,,,,,83 - 86 m²,,,
Leilighet,,2,94 ,,,2021,,4750000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=192333784&page=4&sort=PUBLISHED_DESC,192333784,1,Eier (Selveier),,,,,,,,,,94 m²,,,
Leilighet,,2,65.0,,,2021,,2820000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=232218429&page=4&sort=PUBLISHED_DESC,232218429,1,Eier (Selveier),,,,,,,,,,64 - 66 m²,,,
Leilighet,,1 - 3,74.5,,,2021,,6375000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=195744613&page=4&sort=PUBLISHED_DESC,195744613,1,Eier (Selveier),,,,,,,,,,41 - 108 m²,,,
Leilighet,,1 - 2,50.5,,,2021,,3805000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=232187731&page=4&sort=PUBLISHED_DESC,232187731,1,Eier (Selveier),,,,,,,,,,47 - 54 m²,,,
Bygård/Flermannsbolig,,2 - 3,81.5,,,2021,,2472500.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=185756651&page=4&sort=PUBLISHED_DESC,185756651,1,Andel,,,,,,,,,,68 - 95 m²,,,
Leilighet,,2,126 ,,,2021,,6990000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=195710042&page=4&sort=PUBLISHED_DESC,195710042,1,Eier (Selveier),,,,,,,,,,126 m²,,,
Tomannsbolig,,4,108 ,,,2021,,2800000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=205291709&page=4&sort=PUBLISHED_DESC,205291709,1,Eier (Selveier),,,,,,,2,,,108 m²,,,
Leilighet,,,80 ,,,2021,,1750000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=191697428&page=4&sort=PUBLISHED_DESC,191697428,1,Andel,,,,,,,,,,80 m²,,,
Leilighet,,1 - 3,67.0,,,2021,,2100000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=228879936&page=4&sort=PUBLISHED_DESC,228879936,1,Andel,,,,,,,,,,46 - 88 m²,,,
Leilighet,,2,85 ,,,2021,,4350000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=195747269&page=4&sort=PUBLISHED_DESC,195747269,1,Eier (Selveier),,,,,,,,,,85 m²,,,
Leilighet,,1 - 3,93.5,,,2021,,3205000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=219270211&page=4&sort=PUBLISHED_DESC,219270211,1,Andel,,,,,,,,,,68 - 119 m²,,,
Enebolig,,2 - 3,85.5,,,2021,,2835000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=205260392&page=4&sort=PUBLISHED_DESC,205260392,1,Eier (Selveier),,,,,,,,,,70 - 101 m²,,,
Leilighet,,1 - 3,84.5,,,2021,,6665000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=219198020&page=4&sort=PUBLISHED_DESC,219198020,1,Eier (Selveier),,,,,,,,,,41 - 128 m²,,,
Tomannsbolig,,3,98 ,,,2021,,3840000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=208581617&page=4&sort=PUBLISHED_DESC,208581617,1,Eier (Selveier),,,,,,,,,,98 m²,,,
Leilighet,,2,74 ,,,2021,,1085000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=161784217&page=4&sort=PUBLISHED_DESC,161784217,1,Andel,,,,,,,5,,,74 m²,,,
Leilighet,,1,45 ,,,2021,,1356000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=232214736&page=4&sort=PUBLISHED_DESC,232214736,1,Andel,,,,,,,,,,45 m²,,,
Leilighet,,1,129.0,,,2021,,5670000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=225488358&page=4&sort=PUBLISHED_DESC,225488358,1,Andel,,,,,,,,,,45 m²,,,
Leilighet,,2,69 ,,,2021,,1542000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=228858127&page=4&sort=PUBLISHED_DESC,228858127,1,Andel,,,,,,,,,,69 m²,,,
Leilighet,,2 - 3,95.5,,,2021,,2863000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=156275255&page=4&sort=PUBLISHED_DESC,156275255,1,Andel,,,,,,,,,,71 - 120 m²,,,
Leilighet,,2,74 ,,,2021,,1876000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=215654157&page=4&sort=PUBLISHED_DESC,215654157,1,Andel,,,,,,,,,,74 m²,,,
Leilighet,,3,142.5,,,2021,,11245000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=163090533&page=4&sort=PUBLISHED_DESC,163090533,1,Eier (Selveier),,,,,,,,,,131 - 154 m²,,,
Enebolig,,5,159 ,,,2021,,6750000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=163868775&page=4&sort=PUBLISHED_DESC,163868775,1,Eier (Selveier),,,,,,,2,,,159 m²,,,
Leilighet,,1 - 3,79.5,,,2021,,3175000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=219284846&page=4&sort=PUBLISHED_DESC,219284846,1,Andel,,,,,,,,,,32 - 127 m²,,,
Leilighet,,1 - 2,62.5,,,2021,,4325000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=232216921&page=4&sort=PUBLISHED_DESC,232216921,1,Eier (Selveier),,,,,,,,,,50 - 75 m²,,,
Leilighet,,2 - 3,77.0,,,2021,,2890000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=156336039&page=4&sort=PUBLISHED_DESC,156336039,1,Eier (Selveier),,,,,,,,,,71 - 83 m²,,,
Leilighet,,2,78 ,,,2021,,2525000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=225498424&page=4&sort=PUBLISHED_DESC,225498424,1,Eier (Selveier),,,,,,,,,,78 m²,,,
Leilighet,,2 - 3,69.5,,,2021,,2502500.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=232187222&page=4&sort=PUBLISHED_DESC,232187222,1,Andel,,,,,,,,,,54 - 85 m²,,,
Enebolig,,4,223.0,,,2021,,20250000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=207207044&page=4&sort=PUBLISHED_DESC,207207044,1,Eier (Selveier),,,,,,,,,,210 - 236 m²,,,
Enebolig,,3,106 ,,,2021,,4890000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=205301136&page=4&sort=PUBLISHED_DESC,205301136,1,Eier (Selveier),,,,,,,,,,106 m²,,,
Leilighet,,1 - 3,63.5,,,2021,,3890000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=192350668&page=4&sort=PUBLISHED_DESC,192350668,1,Eier (Selveier),,,,,,,,,,43 - 84 m²,,,
Leilighet,,2,75.5,,,2021,,3420000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=208572697&page=4&sort=PUBLISHED_DESC,208572697,1,Andel,,,,,,,,,,74 - 77 m²,,,
Leilighet,Eier (Selveier),2,76,76,,2011,C - oransje,2800000,https://www.finn.no/realestate/homes/ad.html?finnkode=235847864,235847864,0,,,,,2792 m² (eiet),,,,,,,,,
Tomannsbolig,,4,109 ,,,2021,,3650000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=214925879&page=5&sort=PUBLISHED_DESC,214925879,1,Eier (Selveier),,,,,,,,,,109 m²,,,
Enebolig,,4,175 ,,,2021,,6290000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=215640728&page=5&sort=PUBLISHED_DESC,215640728,1,Eier (Selveier),,,,,,,,,,175 m²,,,
Enebolig,,4,165 ,,,2021,,6273000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=195728835&page=5&sort=PUBLISHED_DESC,195728835,1,Eier (Selveier),,,,,,,2,,,165 m²,,,
Rekkehus,,3,130.5,,,2021,,6400000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=232203484&page=5&sort=PUBLISHED_DESC,232203484,1,Eier (Selveier),,,,,,,,,,130 - 131 m²,,,
Leilighet,,3,84 ,,,2021,,3690000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=202250420&page=5&sort=PUBLISHED_DESC,202250420,1,Eier (Selveier),,,,,,,1,,,84 m²,,,
Leilighet,,1 - 3,66.0,,,2021,,7760000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=202259091&page=5&sort=PUBLISHED_DESC,202259091,1,Andel,,,,,,,,,,43 - 89 m²,,,
Leilighet,,2,102.5,,,2021,,6140000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=211957503&page=5&sort=PUBLISHED_DESC,211957503,1,Eier (Selveier),,,,,,,,,,90 - 115 m²,,,
Leilighet,,3,74 ,,,2021,,3190000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=202240384&page=5&sort=PUBLISHED_DESC,202240384,1,Eier (Selveier),,,,,,,2,,,74 m²,,,
Leilighet,,3,100 ,,,2021,,4350000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=232248868&page=5&sort=PUBLISHED_DESC,232248868,1,Eier (Selveier),,,,,,,2,,,74 m²,,,
Enebolig,,3,201 ,,,2021,,12990000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=215648552&page=5&sort=PUBLISHED_DESC,215648552,1,Eier (Selveier),,,,,,,,,,201 m²,,,
Leilighet,,1 - 3,87.0,,,2021,,10012500.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=219272233&page=5&sort=PUBLISHED_DESC,219272233,1,Eier (Selveier),,,,,,,,,,47 - 127 m²,,,
Tomannsbolig,,2 - 4,121.5,,,2021,,4150000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=166262601&page=5&sort=PUBLISHED_DESC,166262601,1,Eier (Selveier),,,,,,,,,,99 - 144 m²,,,
Leilighet,,2 - 3,77.5,,,2021,,2112500.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=156269860&page=5&sort=PUBLISHED_DESC,156269860,1,Andel,,,,,,,,,,70 - 85 m²,,,
Leilighet,,3 - 4,124.5,,,2021,,14400000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=143926786&page=5&sort=PUBLISHED_DESC,143926786,1,Eier (Selveier),,,,,,,,,,116 - 133 m²,,,
Leilighet,,1 - 4,93.5,,,2021,,8240000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=195758084&page=5&sort=PUBLISHED_DESC,195758084,1,Eier (Selveier),,,,,,,,,,46 - 141 m²,,,
Leilighet,,1 - 2,72.5,,,2021,,3835000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=192356692&page=5&sort=PUBLISHED_DESC,192356692,1,Eier (Selveier),,,,,,,4,,,71 - 74 m²,,,
Andre,,1 - 4,103.0,,,2021,,5475000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=195734248&page=5&sort=PUBLISHED_DESC,195734248,1,Eier (Selveier),,,,,,,,,,55 - 151 m²,,,
Leilighet,,3,78 ,,,2021,,2940000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=180027173&page=5&sort=PUBLISHED_DESC,180027173,1,Eier (Selveier),,,,,,,,,,78 m²,,,
Rekkehus,,3 - 4,120.0,,,2021,,4540000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=195758530&page=5&sort=PUBLISHED_DESC,195758530,1,Eier (Selveier),,,,,,,,,,90 - 150 m²,,,
Enebolig,,4,175.5,,,2021,,5900000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=232186935&page=5&sort=PUBLISHED_DESC,232186935,1,Eier (Selveier),,,,,,,,,,175 - 176 m²,,,
Leilighet,,1 - 3,96.0,,,2021,,8300000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=141308800&page=5&sort=PUBLISHED_DESC,141308800,1,Eier (Selveier),,,,,,,,,,49 - 143 m²,,,
Leilighet,,2 - 3,125.0,,,2021,,8475000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=201760151&page=5&sort=PUBLISHED_DESC,201760151,1,Eier (Selveier),,,,,,,4,,,110 - 140 m²,,,
Leilighet,,2 - 3,77.0,,,2021,,5450000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=205299492&page=5&sort=PUBLISHED_DESC,205299492,1,Andel,,,,,,,,,,66 - 88 m²,,,
Leilighet,,2 - 3,85.0,,,2021,,2790000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=125573260&page=5&sort=PUBLISHED_DESC,125573260,1,Eier (Selveier),,,,,,,3,,,68 - 102 m²,,,
Leilighet,,2,77.0,,,2021,,2773000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=92110081&page=5&sort=PUBLISHED_DESC,92110081,1,Eier (Selveier),,,,,,,,,,66 - 88 m²,,,
Leilighet,,1 - 3,84.0,,,2021,,6765000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=205327897&page=5&sort=PUBLISHED_DESC,205327897,1,Andel,,,,,,,,,,65 - 103 m²,,,
Leilighet,,1 - 3,68.0,,,2021,,5358000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=202235686&page=5&sort=PUBLISHED_DESC,202235686,1,Eier (Selveier),,,,,,,3,,,48 - 88 m²,,,
Leilighet,,1 - 3,188 ,,,2021,,6750000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=228910755&page=5&sort=PUBLISHED_DESC,228910755,1,Eier (Selveier),,,,,,,3,,,48 - 88 m²,,,
Tomannsbolig,,4,109 ,,,2021,,4174000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=228222399&page=5&sort=PUBLISHED_DESC,228222399,1,Eier (Selveier),,,,,,,,,,109 m²,,,
Leilighet,,1 - 4,102.5,,,2021,,8595000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=182944252&page=5&sort=PUBLISHED_DESC,182944252,1,Eier (Selveier),,,,,,,,,,48 - 157 m²,,,
Leilighet,Eier (Selveier),1,35,35,2,1900,G - rød,3600000,https://www.finn.no/realestate/homes/ad.html?finnkode=238838255,238838255,0,,,,,,,,,,,,,,
Leilighet,Andel,,39,39,2,1936,G - lysegrønn,3690000,https://www.finn.no/realestate/homes/ad.html?finnkode=238880791,238880791,0,,,,,,,1,,,,,,,
Leilighet,Eier (Selveier),1,54,58,3,2018,C - rød,3700000,https://www.finn.no/realestate/homes/ad.html?finnkode=238869786,238869786,0,,,,,,,,,,,,,,
Leilighet,Andel,2,79,82,,1970,D - mørkegrønn,3900000,https://www.finn.no/realestate/homes/ad.html?finnkode=238879995,238879995,0,,,,,,,3,,,,,,,
Leilighet,Andel,2,67,70,7,2017,C - mørkegrønn,3400000,https://www.finn.no/realestate/homes/ad.html?finnkode=235185823,235185823,0,,,,,,,,,,,,,,
Leilighet,Eier (Selveier),1,42,42,5,2014,B - mørkegrønn,4400000,https://www.finn.no/realestate/homes/ad.html?finnkode=238879144,238879144,0,,,,,,,,,,,,,,
Enebolig,Eier (Selveier),4,166,169,,1950,,5290000,https://www.finn.no/realestate/homes/ad.html?finnkode=238878288,238878288,0,,,,,875 m² (eiet),186 m²,,,,,,,,
Leilighet,Eier (Selveier),3,107,107,3,1988,F - rød,7800000,https://www.finn.no/realestate/homes/ad.html?finnkode=238877044,238877044,0,,,,,,,,,,,,,,
Leilighet,Andel,2,67,67,2,1953,,4650000,https://www.finn.no/realestate/homes/ad.html?finnkode=238813453,238813453,0,,,,,,,3,,,,,,,
Leilighet,Eier (Selveier),2,68,73,1,2016,C - mørkegrønn,4365000,https://www.finn.no/realestate/homes/ad.html?finnkode=238854504,238854504,0,,,,,,,,,,,,,,
Enebolig,Eier (Selveier),3,114,141,,1962,G - oransje,2250000,https://www.finn.no/realestate/homes/ad.html?finnkode=238873884,238873884,0,,,,,1015 m² (eiet),,,,,,,,,
Leilighet,Andel,1,52,54,2,1976,E - rød,4290000,https://www.finn.no/realestate/homes/ad.html?finnkode=219600265,219600265,0,,,,,,,,,,,,,,
Leilighet,Andel,3,90,93,1,1966,F - rød,2150000,https://www.finn.no/realestate/homes/ad.html?finnkode=238872875,238872875,0,,,,,,,,,,,,,,
Leilighet,Eier (Selveier),3,85,88,2,1992,D - oransje,3650000,https://www.finn.no/realestate/homes/ad.html?finnkode=238872844,238872844,0,,,,,,,,,,,,,,
Enebolig,Eier (Selveier),8,270,298,,1923,G - oransje,18400000,https://www.finn.no/realestate/homes/ad.html?finnkode=238872853,238872853,0,,,,,,,10,,,,,,,
Tomannsbolig,Eier (Selveier),3,104,107,,1967,F - gul,1567000,https://www.finn.no/realestate/homes/ad.html?finnkode=234369645,234369645,0,,,,,,,4,,,,,,,
Leilighet,Eier (Selveier),2,78,78,4,1998,,3950000,https://www.finn.no/realestate/homes/ad.html?finnkode=238768782,238768782,0,,,,,,,3,,,,,,,
Rekkehus,Eier (Selveier),3,169,207,1,1964,,5800000,https://www.finn.no/realestate/homes/ad.html?finnkode=238814580,238814580,0,,,,,681 m² (eiet),,,,,,,,,
Leilighet,Eier (Selveier),1,32,35,,1958,,2090000,https://www.finn.no/realestate/homes/ad.html?finnkode=238869331,238869331,0,,,,,305 m² (eiet),,2,,,,,,,
Leilighet,Andel,1,30,30,2,1891,G - rød,2950000,https://www.finn.no/realestate/homes/ad.html?finnkode=238806101,238806101,0,,,,,,,,,,,,,,
Leilighet,Eier (Selveier),1,45,45,3,1950,G - mørkegrønn,4360000,https://www.finn.no/realestate/homes/ad.html?finnkode=238856610,238856610,0,,,,,,,,,,,,,,
Leilighet,Eier (Selveier),,30,30,1,1930,F - mørkegrønn,3200000,https://www.finn.no/realestate/homes/ad.html?finnkode=238867677,238867677,0,,,,,,,1,,,,,,,
Enebolig,Eier (Selveier),3,143,156,,1993,E - oransje,10750000,https://www.finn.no/realestate/homes/ad.html?finnkode=238866763,238866763,0,,,,,,,4,,,,,,,
Leilighet,Andel,2,74,84,12,1971,F - rød,2650000,https://www.finn.no/realestate/homes/ad.html?finnkode=238866389,238866389,0,,,,,,,,,,,,,,
Enebolig,Eier (Selveier),3,213,223,2,1985,E - gul,4000000,https://www.finn.no/realestate/homes/ad.html?finnkode=238819125,238819125,0,,,,,,,,,,,,,,
Leilighet,Eier (Selveier),3,102,105,2,2013,C - mørkegrønn,10000000,https://www.finn.no/realestate/homes/ad.html?finnkode=238815603,238815603,0,,,,,,,,,,,,,,
Leilighet,Eier (Selveier),1,44,45,1,1936,G - mørkegrønn,4490000,https://www.finn.no/realestate/homes/ad.html?finnkode=238829123,238829123,0,,,,,,,,,,,,,,
Leilighet,Eier (Selveier),3,125,135,2,1920,,2950000,https://www.finn.no/realestate/homes/ad.html?finnkode=238855533,238855533,0,,,,,,,,,,2017,,,,
Leilighet,Eier (Selveier),2,59,59,3,2007,C - mørkegrønn,6500000,https://www.finn.no/realestate/homes/ad.html?finnkode=237701428,237701428,0,,,,,,,,,,,,,,
Leilighet,Eier (Selveier),1,49,49,2,2004,,4650000,https://www.finn.no/realestate/homes/ad.html?finnkode=238566159,238566159,0,,,,,,,2,,,,,,,
Tomannsbolig,Eier (Selveier),4,93,93,,2003,C - rød,2500000,https://www.finn.no/realestate/homes/ad.html?finnkode=238860617,238860617,0,,,,,4756 m² (eiet),,,,,,,,,
Enebolig,Eier (Selveier),4,238,251,,1988,,8690000,https://www.finn.no/realestate/homes/ad.html?finnkode=236057068,236057068,0,,,,,452 m² (eiet),282 m²,,,,,,,,
Tomannsbolig,Andel,3,101,106,,1980,F - oransje,3300000,https://www.finn.no/realestate/homes/ad.html?finnkode=238390786,238390786,0,,,,,,,4,,,,,,,
Leilighet,Eier (Selveier),,44,44,2,2002,C - mørkegrønn,4300000,https://www.finn.no/realestate/homes/ad.html?finnkode=238858568,238858568,0,,,,,,,1,,,,,,,
Leilighet,,1,49 ,49,,2021,,4250000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=238825337&page=6&sort=PUBLISHED_DESC,238825337,1,Eier (Selveier),,,,,,2,,,,,,,
Leilighet,Eier (Selveier),2,80,83,4,2004,C - rød,6750000,https://www.finn.no/realestate/homes/ad.html?finnkode=238857463,238857463,0,,,,,,,,,,,,,,
Leilighet,Eier (Selveier),1,45,45,3,1950,G - mørkegrønn,4360000,https://www.finn.no/realestate/homes/ad.html?finnkode=238856610,238856610,0,,,,,,,,,,,,,,
Leilighet,Andel,2,63,63,1,1955,G - mørkegrønn,3100000,https://www.finn.no/realestate/homes/ad.html?finnkode=238821785,238821785,0,,,,,,,,,,,,,,
Leilighet,Eier (Selveier),2,555,58,,2021,,4790000,https://www.finn.no/realestate/homes/ad.html?finnkode=238855335,238855335,0,,,,,11362 m² (eiet),,,,,,,,,
Leilighet,Andel,,40,40,2,1953,D - rød,3490000,https://www.finn.no/realestate/homes/ad.html?finnkode=238855341,238855341,0,,,,,,,1,,,,,,,
Enebolig,Eier (Selveier),3,131,132,,1850,G - oransje,3990000,https://www.finn.no/realestate/homes/ad.html?finnkode=238854905,238854905,0,,,,,578 m² (eiet),,,,,,,,,
Leilighet,Andel,2,74,74,4,1972,F - rød,3200000,https://www.finn.no/realestate/homes/ad.html?finnkode=238071304,238071304,0,,,,,,,,,,,,,,
Leilighet,Eier (Selveier),1,25,25,1,1899,G - rød,1590000,https://www.finn.no/realestate/homes/ad.html?finnkode=228252187,228252187,0,,,,,,,,,,,,,,
Enebolig,Eier (Selveier),6,260,311,,2015,B - oransje,4990000,https://www.finn.no/realestate/homes/ad.html?finnkode=238390570,238390570,0,,,,,,,20,,,,,,,
