Boligtype;Eieform bolig;Soverom;Primærrom;Bruksareal;Etasje;Byggeår;Energimerking;Pris;URL;ID
Leilighet;Eier (Selveier);1;54;56;5;2012;D - mørkegrønn;6790000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=195401486&page=22&sort=PUBLISHED_DESC;195401486
Leilighet;Eier (Selveier);1;54;56;5;2012;D - mørkegrønn;4600000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=208229689&page=22&sort=PUBLISHED_DESC;208229689
Leilighet;Eier (Selveier);1;54;56;5;2012;D - mørkegrønn;1107000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=143655374&page=22&sort=PUBLISHED_DESC;143655374
Leilighet;Eier (Selveier);1;54;56;5;2012;D - mørkegrønn;4390000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=222215734&page=22&sort=PUBLISHED_DESC;222215734
Leilighet;Eier (Selveier);1;54;56;5;2012;D - mørkegrønn;8250000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=235285566&page=22&sort=PUBLISHED_DESC;235285566
Leilighet;Eier (Selveier);1;54;56;5;2012;D - mørkegrønn;4200000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=161422433&page=22&sort=PUBLISHED_DESC;161422433
Leilighet;Eier (Selveier);1;54;56;5;2012;D - mørkegrønn;6435000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=198843693&page=22&sort=PUBLISHED_DESC;198843693
Leilighet;Eier (Selveier);1;54;56;5;2012;D - mørkegrønn;12800000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=183677269&page=22&sort=PUBLISHED_DESC;183677269
Leilighet;Eier (Selveier);1;54;56;5;2012;D - mørkegrønn;8100000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=222230929&page=22&sort=PUBLISHED_DESC;222230929
Leilighet;Eier (Selveier);1;54;56;5;2012;D - mørkegrønn;7700000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=222229521&page=22&sort=PUBLISHED_DESC;222229521
Leilighet;Eier (Selveier);1;54;56;5;2012;D - mørkegrønn;3275000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=161410806&page=22&sort=PUBLISHED_DESC;161410806
Leilighet;Eier (Selveier);1;54;56;5;2012;D - mørkegrønn;3540000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=222228093&page=22&sort=PUBLISHED_DESC;222228093
Leilighet;Eier (Selveier);1;54;56;5;2012;D - mørkegrønn;3970000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=222253898&page=22&sort=PUBLISHED_DESC;222253898
Leilighet;Eier (Selveier);1;54;56;5;2012;D - mørkegrønn;5150000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=231899138&page=22&sort=PUBLISHED_DESC;231899138
Leilighet;Eier (Selveier);1;54;56;5;2012;D - mørkegrønn;5815000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=188648356&page=22&sort=PUBLISHED_DESC;188648356
Leilighet;Eier (Selveier);1;54;56;5;2012;D - mørkegrønn;7545000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=125697970&page=22&sort=PUBLISHED_DESC;125697970
Leilighet;Eier (Selveier);1;54;56;5;2012;D - mørkegrønn;4540000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=195385129&page=22&sort=PUBLISHED_DESC;195385129
Leilighet;Eier (Selveier);1;54;56;5;2012;D - mørkegrønn;18055000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=208256678&page=22&sort=PUBLISHED_DESC;208256678
Leilighet;Eier (Selveier);1;54;56;5;2012;D - mørkegrønn;6970000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=211600707&page=22&sort=PUBLISHED_DESC;211600707
Leilighet;Eier (Selveier);1;54;56;5;2012;D - mørkegrønn;3980000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=161437495&page=22&sort=PUBLISHED_DESC;161437495
Leilighet;Eier (Selveier);1;54;56;5;2012;D - mørkegrønn;3140000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=225228198&page=22&sort=PUBLISHED_DESC;225228198
Leilighet;Eier (Selveier);1;54;56;5;2012;D - mørkegrønn;2905000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=195387119&page=22&sort=PUBLISHED_DESC;195387119
Leilighet;Eier (Selveier);1;54;56;5;2012;D - mørkegrønn;1868750.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=161421835&page=22&sort=PUBLISHED_DESC;161421835
Leilighet;Eier (Selveier);1;54;56;5;2012;D - mørkegrønn;6750000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=198908469&page=22&sort=PUBLISHED_DESC;198908469
Enebolig;Eier (Selveier);4;183;200;;1939;G - gul;2590000;https://www.finn.no/realestate/homes/ad.html?finnkode=238546403;238546403
Leilighet;Andel;3;83;93;3;1991;E - lysegrønn;4500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238546134;238546134
Leilighet;Andel;1;51;53;4;1953;E - rød;3690000;https://www.finn.no/realestate/homes/ad.html?finnkode=238544705;238544705
Leilighet;Eier (Selveier);1;43;49;1;2021;B - rød;3390000;https://www.finn.no/realestate/homes/ad.html?finnkode=211210076;211210076
Enebolig;Eier (Selveier);5;147;185;;1979;F - oransje;1900000;https://www.finn.no/realestate/homes/ad.html?finnkode=238544490;238544490
Enebolig;Eier (Selveier);6;265;314;3;1980;E - gul;7490000;https://www.finn.no/realestate/homes/ad.html?finnkode=238533869;238533869
Leilighet;Eier (Selveier);1;40;40;;1897;C - rød;2590000;https://www.finn.no/realestate/homes/ad.html?finnkode=235411346;235411346
Leilighet;Eier (Selveier);1;43;46;6;2020;B - mørkegrønn;3550000;https://www.finn.no/realestate/homes/ad.html?finnkode=238529739;238529739
Enebolig;Eier (Selveier);4;197;250;;2020;B - oransje;7300000;https://www.finn.no/realestate/homes/ad.html?finnkode=238542258;238542258
Enebolig;Eier (Selveier);;144;216;;1956;F - gul;3190000;https://www.finn.no/realestate/homes/ad.html?finnkode=234941374;234941374
Rekkehus;Andel;4;134;137;2;1978;F - oransje;6450000;https://www.finn.no/realestate/homes/ad.html?finnkode=238532258;238532258
Leilighet;Andel;1;34;34;2;1967;;2850000;https://www.finn.no/realestate/homes/ad.html?finnkode=238540862;238540862
Rekkehus;Eier (Selveier);3;91;96;;2012;B - oransje;10200000;https://www.finn.no/realestate/homes/ad.html?finnkode=238527927;238527927
Leilighet;Andel;2;123;127;5;2008;D - rød;6990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238435347;238435347
Leilighet;Eier (Selveier);2;132;152;1;2019;;3390000;https://www.finn.no/realestate/homes/ad.html?finnkode=238540635;238540635
Enebolig;Eier (Selveier);5;256;292;;1986;F - oransje;8590000;https://www.finn.no/realestate/homes/ad.html?finnkode=238419619;238419619
Leilighet;Eier (Selveier);2;144;153;1;2019;;3390000;https://www.finn.no/realestate/homes/ad.html?finnkode=238540531;238540531
Rekkehus;Eier (Selveier);3;96;98;;1976;F - rød;5800000;https://www.finn.no/realestate/homes/ad.html?finnkode=238508887;238508887
Tomannsbolig;Eier (Selveier);3;115;118;2;2019;D - gul;4990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238495333;238495333
Gårdsbruk/Småbruk;Eier (Selveier);4;164;253;2;1952;G - gul;2400000;https://www.finn.no/realestate/homes/ad.html?finnkode=238394031;238394031
Leilighet;Eier (Selveier);2;131;136;6;2015;E - mørkegrønn;8250000;https://www.finn.no/realestate/homes/ad.html?finnkode=238278214;238278214
Enebolig;Eier (Selveier);5;250;250;;2009;;5600000;https://www.finn.no/realestate/homes/ad.html?finnkode=238539344;238539344
Enebolig;Eier (Selveier);3;88;118;;1971;;2750000;https://www.finn.no/realestate/homes/ad.html?finnkode=238539407;238539407
Leilighet;Eier (Selveier);3;73;77;1;2012;;2300000;https://www.finn.no/realestate/homes/ad.html?finnkode=238451536;238451536
Rekkehus;Eier (Selveier);3;128;152;;1957;G - oransje;4700000;https://www.finn.no/realestate/homes/ad.html?finnkode=238503891;238503891
Rekkehus;Eier (Selveier);3;100;105;;1963;F - rød;6790000;https://www.finn.no/realestate/homes/ad.html?finnkode=222690611;222690611
Leilighet;Eier (Selveier);2;74;82;;2001;C - oransje;2300000;https://www.finn.no/realestate/homes/ad.html?finnkode=238449901;238449901
Leilighet;Eier (Selveier);1;45;47;1;1985;G - rød;3690000;https://www.finn.no/realestate/homes/ad.html?finnkode=238511408;238511408
Leilighet;Andel;1;41;41;2;2008;C - rød;890000;https://www.finn.no/realestate/homes/ad.html?finnkode=223857423;223857423
Enebolig;Eier (Selveier);5;155;215;2;1956;D - oransje;2200000;https://www.finn.no/realestate/homes/ad.html?finnkode=234749293;234749293
Enebolig;Eier (Selveier);5;270;296;;1985;E - gul;6600000;https://www.finn.no/realestate/homes/ad.html?finnkode=238537909;238537909
Leilighet;Andel;1;36;52;8;1975;F - mørkegrønn;490000;https://www.finn.no/realestate/homes/ad.html?finnkode=238537480;238537480
Leilighet;Aksje;2;50;50;2;1914;G - rød;3990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238537320;238537320
Tomannsbolig;Eier (Selveier);2;56;56;;2013;C - oransje;1850000;https://www.finn.no/realestate/homes/ad.html?finnkode=238452190;238452190
Leilighet;Andel;1;51;60;1;1963;G - rød;1950000;https://www.finn.no/realestate/homes/ad.html?finnkode=238536894;238536894
Enebolig;Eier (Selveier);4;196;219;;1955;F - oransje;6300000;https://www.finn.no/realestate/homes/ad.html?finnkode=238499947;238499947
Leilighet;Eier (Selveier);2;70;75;;2003;D - rød;2000000;https://www.finn.no/realestate/homes/ad.html?finnkode=238536254;238536254
Tomannsbolig;Eier (Selveier);3;108;110;;2013;;2990000;https://www.finn.no/realestate/homes/ad.html?finnkode=237702063;237702063
Leilighet;Eier (Selveier);1;45;45;2;1972;;3500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238280849;238280849
Rekkehus;Eier (Selveier);4;144;155;;1984;F - oransje;4890000;https://www.finn.no/realestate/homes/ad.html?finnkode=238535689;238535689
Enebolig;Eier (Selveier);3;228;242;2;1932;D - gul;10500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238454375;238454375
Enebolig;Eier (Selveier);8;254;353;;1893;;7860000;https://www.finn.no/realestate/homes/ad.html?finnkode=238533001;238533001
Enebolig;Eier (Selveier);5;238;256;;2007;D - oransje;5900000;https://www.finn.no/realestate/homes/ad.html?finnkode=238484613;238484613
Leilighet;Eier (Selveier);1;62;62;2;1957;G - rød;3800000;https://www.finn.no/realestate/homes/ad.html?finnkode=238534174;238534174
Leilighet;Andel;1;69;69;3;1984;F - rød;1990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238420795;238420795
Enebolig;Eier (Selveier);3;154;209;2;2019;;5990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238503250;238503250
Rekkehus;Andel;3;90;90;2;1970;F - rød;2700000;https://www.finn.no/realestate/homes/ad.html?finnkode=238501233;238501233
Tomannsbolig;Eier (Selveier);3;118;122;;1975;E - gul;2390000;https://www.finn.no/realestate/homes/ad.html?finnkode=238533258;238533258
Enebolig;Eier (Selveier);4;167;179;;1946;D - gul;4600000;https://www.finn.no/realestate/homes/ad.html?finnkode=238533012;238533012
Enebolig;Eier (Selveier);3;118;150;;1959;G - oransje;5590000;https://www.finn.no/realestate/homes/ad.html?finnkode=238532984;238532984
Leilighet;Eier (Selveier);2;49;49;2;1918;G - rød;2800000;https://www.finn.no/realestate/homes/ad.html?finnkode=238532965;238532965
Leilighet;Eier (Selveier);2;49;49;2;1918;G - rød;3290000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=237646717&page=23&sort=PUBLISHED_DESC;237646717
Leilighet;Andel;2;67;81;;1965;F - mørkegrønn;2290000;https://www.finn.no/realestate/homes/ad.html?finnkode=238532585;238532585
Enebolig;Eier (Selveier);3;196;234;;1976;E - gul;4650000;https://www.finn.no/realestate/homes/ad.html?finnkode=238532494;238532494
Enebolig;Eier (Selveier);3;173;178;;1964;G - gul;3980000;https://www.finn.no/realestate/homes/ad.html?finnkode=235427100;235427100
Leilighet;Eier (Selveier);3;90;90;2;2016;C - rød;2690000;https://www.finn.no/realestate/homes/ad.html?finnkode=238530970;238530970
Leilighet;Andel;1;56;63;1;1981;G - rød;2250000;https://www.finn.no/realestate/homes/ad.html?finnkode=238527046;238527046
Leilighet;Eier (Selveier);2;64;68;4;2019;A - gul;3950000;https://www.finn.no/realestate/homes/ad.html?finnkode=238531978;238531978
Leilighet;Eier (Selveier);2;72;72;4;1938;G - mørkegrønn;6490000;https://www.finn.no/realestate/homes/ad.html?finnkode=238522589;238522589
Leilighet;Eier (Selveier);2;65;78;2;1985;G - mørkegrønn;2790000;https://www.finn.no/realestate/homes/ad.html?finnkode=238192316;238192316
Leilighet;Eier (Selveier);2;74;74;1;1958;F - oransje;3290000;https://www.finn.no/realestate/homes/ad.html?finnkode=238531573;238531573
Leilighet;Eier (Selveier);3;115;120;1;2020;B - mørkegrønn;13900000;https://www.finn.no/realestate/homes/ad.html?finnkode=236591890;236591890
Enebolig;Eier (Selveier);3;229;256;;1888;;3990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238531259;238531259
Rekkehus;Eier (Selveier);3;114;114;;1987;F - oransje;4590000;https://www.finn.no/realestate/homes/ad.html?finnkode=238531256;238531256
Leilighet;Andel;1;35;35;1;1899;G - rød;2590000;https://www.finn.no/realestate/homes/ad.html?finnkode=238531241;238531241
Leilighet;Eier (Selveier);1;46;46;2;1897;F - rød;3300000;https://www.finn.no/realestate/homes/ad.html?finnkode=238523622;238523622
Leilighet;Eier (Selveier);3;95;98;4;1984;G - rød;4850000;https://www.finn.no/realestate/homes/ad.html?finnkode=238477365;238477365
Leilighet;Eier (Selveier);2;66;66;;2006;D - mørkegrønn;6990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238530855;238530855
Tomannsbolig;Eier (Selveier);3;113;113;;1965;G - oransje;4850000;https://www.finn.no/realestate/homes/ad.html?finnkode=238515254;238515254
Leilighet;Andel;2;65;65;2;1953;D - rød;2990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238525045;238525045
Leilighet;Eier (Selveier);2;58;62;1;2010;C - rød;2450000;https://www.finn.no/realestate/homes/ad.html?finnkode=238530593;238530593
Rekkehus;Andel;3;85;90;;1970;;2890000;https://www.finn.no/realestate/homes/ad.html?finnkode=236842613;236842613
Leilighet;Eier (Selveier);2;;86;1;2019;;4790000;https://www.finn.no/realestate/homes/ad.html?finnkode=238475858;238475858
Tomannsbolig;Eier (Selveier);3;95;117;1;1897;G - rød;2290000;https://www.finn.no/realestate/homes/ad.html?finnkode=238530353;238530353
Leilighet;Andel;1;48;48;3;1954;E - rød;1750000;https://www.finn.no/realestate/homes/ad.html?finnkode=238450079;238450079
Leilighet;Eier (Selveier);2;88;92;-1;1969;E - rød;3300000;https://www.finn.no/realestate/homes/ad.html?finnkode=238422547;238422547
Enebolig;Eier (Selveier);4;157;183;;1974;F - gul;3950000;https://www.finn.no/realestate/homes/ad.html?finnkode=238529655;238529655
Tomannsbolig;Eier (Selveier);1;75;88;1;1875;G - rød;3200000;https://www.finn.no/realestate/homes/ad.html?finnkode=238439513;238439513
Enebolig;Eier (Selveier);3;233;263;;1932;F - oransje;6500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238529651;238529651
Leilighet;Andel;2;57;57;1;1956;D - gul;3800000;https://www.finn.no/realestate/homes/ad.html?finnkode=238511519;238511519
Leilighet;Aksje;2;65;65;2;1951;E - rød;2900000;https://www.finn.no/realestate/homes/ad.html?finnkode=238467740;238467740
Enebolig;Eier (Selveier);3;114;134;;1960;G - gul;3200000;https://www.finn.no/realestate/homes/ad.html?finnkode=238529587;238529587
Enebolig;Eier (Selveier);2;127;127;;1925;G - gul;2750000;https://www.finn.no/realestate/homes/ad.html?finnkode=238529634;238529634
Leilighet;Eier (Selveier);3;113;113;2;1927;G - oransje;8900000;https://www.finn.no/realestate/homes/ad.html?finnkode=238178351;238178351
Enebolig;Eier (Selveier);6;246;333;;1976;E - gul;3990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238529314;238529314
Leilighet;Andel;1;52;52;3;2008;D - rød;2490000;https://www.finn.no/realestate/homes/ad.html?finnkode=238482272;238482272
Leilighet;Andel;3;85;87;3;1975;E - rød;2490000;https://www.finn.no/realestate/homes/ad.html?finnkode=238480531;238480531
Leilighet;Eier (Selveier);2;59;62;2;2021;B - rød;3790000;https://www.finn.no/realestate/homes/ad.html?finnkode=231559019;231559019
Tomannsbolig;Eier (Selveier);5;220;251;2;1968;E - gul;3990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238493517;238493517
Enebolig;Eier (Selveier);5;191;200;;1985;F - gul;6690000;https://www.finn.no/realestate/homes/ad.html?finnkode=238528111;238528111
Leilighet;Eier (Selveier);4;148;148;4;2014;D - mørkegrønn;12000000;https://www.finn.no/realestate/homes/ad.html?finnkode=238527810;238527810
Enebolig;Eier (Selveier);2;192;209;2;1979;F - gul;7500000;https://www.finn.no/realestate/homes/ad.html?finnkode=232190406;232190406
Leilighet;Andel;1;62;62;3;1970;F - rød;2700000;https://www.finn.no/realestate/homes/ad.html?finnkode=238527771;238527771
Rekkehus;Eier (Selveier);2;126;133;;1962;G - oransje;5490000;https://www.finn.no/realestate/homes/ad.html?finnkode=238527388;238527388
Leilighet;Eier (Selveier);1;60;61;3;1988;E - rød;3550000;https://www.finn.no/realestate/homes/ad.html?finnkode=238527384;238527384
Leilighet;Aksje;2;75;75;;1954;G - rød;7990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238527394;238527394
Leilighet;Andel;2;46;46;1;1892;G - rød;3290000;https://www.finn.no/realestate/homes/ad.html?finnkode=238527371;238527371
Enebolig;Eier (Selveier);2;108;222;;1967;G - mørkegrønn;2750000;https://www.finn.no/realestate/homes/ad.html?finnkode=238527098;238527098
Enebolig;Eier (Selveier);3;262;300;;1963;F - oransje;6990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238526983;238526983
Leilighet;Eier (Selveier);2;73;75;4;1889;G - oransje;6250000;https://www.finn.no/realestate/homes/ad.html?finnkode=238482857;238482857
Leilighet;Andel;1;26;26;2;1939;;1800000;https://www.finn.no/realestate/homes/ad.html?finnkode=238513095;238513095
Leilighet;Andel;2;56;56;1;1893;G - oransje;4650000;https://www.finn.no/realestate/homes/ad.html?finnkode=238517020;238517020
Leilighet;Eier (Selveier);;36;38;6;2021;B - lysegrønn;2925000;https://www.finn.no/realestate/homes/ad.html?finnkode=238526437;238526437
Leilighet;Andel;1;51;51;3;1982;D - rød;3750000;https://www.finn.no/realestate/homes/ad.html?finnkode=238490929;238490929
Enebolig;Eier (Selveier);2;113;158;2;1962;B - rød;2500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238466719;238466719
Enebolig;Eier (Selveier);5;175;218;3;1959;G - rød;1950000;https://www.finn.no/realestate/homes/ad.html?finnkode=238288103;238288103
Leilighet;Andel;3;66;74;3;1950;E - rød;4850000;https://www.finn.no/realestate/homes/ad.html?finnkode=231234721;231234721
Enebolig;Eier (Selveier);3;142;178;2;2014;B - oransje;6400000;https://www.finn.no/realestate/homes/ad.html?finnkode=238526094;238526094
Enebolig;Eier (Selveier);3;160;174;;1954;G - oransje;2990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238525987;238525987
Tomannsbolig;Eier (Selveier);3;145;156;;2021;B - oransje;12500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238525908;238525908
Leilighet;Andel;1;47;47;2;1978;B - rød;1990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238525887;238525887
Enebolig;Eier (Selveier);3;116;120;;1994;E - oransje;9500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238525086;238525086
Leilighet;Eier (Selveier);2;76;76;;1999;;2890000;https://www.finn.no/realestate/homes/ad.html?finnkode=238525889;238525889
Enebolig;Eier (Selveier);1;46;46;;1954;;1950000;https://www.finn.no/realestate/homes/ad.html?finnkode=238525888;238525888
Leilighet;Eier (Selveier);1;56;60;2;2014;B - rød;2150000;https://www.finn.no/realestate/homes/ad.html?finnkode=238525738;238525738
Leilighet;Eier (Selveier);1;34;34;2;1932;F - rød;3250000;https://www.finn.no/realestate/homes/ad.html?finnkode=238511089;238511089
Enebolig;Eier (Selveier);4;147;151;;1980;;2750000;https://www.finn.no/realestate/homes/ad.html?finnkode=238525527;238525527
Leilighet;Andel;2;65;65;1;1953;E - rød;3250000;https://www.finn.no/realestate/homes/ad.html?finnkode=238525251;238525251
Enebolig;Eier (Selveier);3;124;124;;1916;G - oransje;4490000;https://www.finn.no/realestate/homes/ad.html?finnkode=238525237;238525237
Leilighet;Eier (Selveier);2;84;88;3;1973;E - rød;3290000;https://www.finn.no/realestate/homes/ad.html?finnkode=238525047;238525047
Leilighet;Eier (Selveier);1;45;45;3;2011;C - rød;3300000;https://www.finn.no/realestate/homes/ad.html?finnkode=238504262;238504262
Leilighet;Eier (Selveier);3;129;132;1;2008;E - mørkegrønn;11900000;https://www.finn.no/realestate/homes/ad.html?finnkode=235275372;235275372
Leilighet;Andel;1;48;48;1;2006;D - rød;1800000;https://www.finn.no/realestate/homes/ad.html?finnkode=238259027;238259027
Leilighet;Eier (Selveier);3;129;132;1;2008;E - mørkegrønn;11900000;https://www.finn.no/realestate/homes/ad.html?finnkode=235275372;235275372
Leilighet;Eier (Selveier);3;132;136;2;2012;D - mørkegrønn;8450000;https://www.finn.no/realestate/homes/ad.html?finnkode=238524877;238524877
Leilighet;Eier (Selveier);1;37;37;3;1900;;1990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238519096;238519096
Tomannsbolig;Eier (Selveier);3;142;150;;2019;B - oransje;11900000;https://www.finn.no/realestate/homes/ad.html?finnkode=238524353;238524353
Rekkehus;Eier (Selveier);4;136;143;2;2007;;5990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238508774;238508774
Rekkehus;Eier (Selveier);3;123;127;;1956;G - oransje;7200000;https://www.finn.no/realestate/homes/ad.html?finnkode=238524286;238524286
Enebolig;Eier (Selveier);;216;219;;1947;G - gul;3150000;https://www.finn.no/realestate/homes/ad.html?finnkode=238524204;238524204
Rekkehus;Eier (Selveier);3;129;143;;1971;F - rød;5250000;https://www.finn.no/realestate/homes/ad.html?finnkode=238524125;238524125
Leilighet;Eier (Selveier);2;84;90;1;1962;E - oransje;2850000;https://www.finn.no/realestate/homes/ad.html?finnkode=238510926;238510926
Tomannsbolig;Eier (Selveier);3;96;124;;2007;D - oransje;2750000;https://www.finn.no/realestate/homes/ad.html?finnkode=238523899;238523899
Tomannsbolig;Eier (Selveier);3;112;117;2;2017;B - oransje;2700000;https://www.finn.no/realestate/homes/ad.html?finnkode=236180668;236180668
Enebolig;Eier (Selveier);5;213;255;2;1983;F - gul;3950000;https://www.finn.no/realestate/homes/ad.html?finnkode=238513107;238513107
Leilighet;Andel;2;66;66;3;1956;F - rød;4950000;https://www.finn.no/realestate/homes/ad.html?finnkode=238398548;238398548
Leilighet;Andel;3;95;96;2;1983;F - mørkegrønn;3650000;https://www.finn.no/realestate/homes/ad.html?finnkode=238523380;238523380
Leilighet;Eier (Selveier);1;56;60;4;2015;;3750000;https://www.finn.no/realestate/homes/ad.html?finnkode=232218562;232218562
Leilighet;Eier (Selveier);2;64;68;3;2006;D - mørkegrønn;5990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238328133;238328133
Leilighet;Andel;1;51;51;3;1960;E - mørkegrønn;3690000;https://www.finn.no/realestate/homes/ad.html?finnkode=238523093;238523093
Rekkehus;Eier (Selveier);3;133;138;;1971;E - oransje;5600000;https://www.finn.no/realestate/homes/ad.html?finnkode=238522989;238522989
Leilighet;Andel;1;45;45;1;1892;;4200000;https://www.finn.no/realestate/homes/ad.html?finnkode=238495148;238495148
Enebolig;Eier (Selveier);3;127;136;;1934;G - oransje;3690000;https://www.finn.no/realestate/homes/ad.html?finnkode=238522638;238522638
Enebolig;Eier (Selveier);3;127;136;;1934;G - oransje;4685000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=222055175&page=25&sort=PUBLISHED_DESC;222055175
Leilighet;Eier (Selveier);2;60;60;1;1954;;2790000;https://www.finn.no/realestate/homes/ad.html?finnkode=238522444;238522444
Enebolig;Eier (Selveier);3;309;343;;1975;D - gul;9000000;https://www.finn.no/realestate/homes/ad.html?finnkode=238522510;238522510
Leilighet;Andel;1;53;53;1;1956;G - mørkegrønn;3190000;https://www.finn.no/realestate/homes/ad.html?finnkode=238522427;238522427
Enebolig;Eier (Selveier);2;179;189;;1999;D - oransje;3000000;https://www.finn.no/realestate/homes/ad.html?finnkode=238522423;238522423
Leilighet;Eier (Selveier);3;122;122;2;2003;E - rød;6350000;https://www.finn.no/realestate/homes/ad.html?finnkode=238522430;238522430
Leilighet;Eier (Selveier);2;59;63;1;2012;B - rød;2250000;https://www.finn.no/realestate/homes/ad.html?finnkode=238522418;238522418
Leilighet;Eier (Selveier);1;28;28;1;1890;;2790000;https://www.finn.no/realestate/homes/ad.html?finnkode=238522416;238522416
Tomannsbolig;Andel;3;104;125;;1987;E - oransje;3150000;https://www.finn.no/realestate/homes/ad.html?finnkode=238522355;238522355
Tomannsbolig;Eier (Selveier);3;96;117;;2017;B - oransje;3990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238522276;238522276
Enebolig;Eier (Selveier);5;188;210;2;1964;F - gul;4350000;https://www.finn.no/realestate/homes/ad.html?finnkode=238289946;238289946
Leilighet;Eier (Selveier);2;56;56;2;1938;F - gul;1890000;https://www.finn.no/realestate/homes/ad.html?finnkode=238497039;238497039
Enebolig;Eier (Selveier);3;155;181;2;1984;F - gul;3450000;https://www.finn.no/realestate/homes/ad.html?finnkode=238521953;238521953
Tomannsbolig;Eier (Selveier);3;117;117;2;1992;E - oransje;5500000;https://www.finn.no/realestate/homes/ad.html?finnkode=222900089;222900089
Leilighet;Eier (Selveier);1;68;87;2;2017;C - mørkegrønn;3990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238521820;238521820
Enebolig;Eier (Selveier);3;205;262;;1954;G - oransje;2790000;https://www.finn.no/realestate/homes/ad.html?finnkode=222347772;222347772
Leilighet;Eier (Selveier);3;85;85;4;1955;G - rød;6100000;https://www.finn.no/realestate/homes/ad.html?finnkode=238521643;238521643
Leilighet;Eier (Selveier);2;74;75;2;2016;D - oransje;2890000;https://www.finn.no/realestate/homes/ad.html?finnkode=238475051;238475051
Leilighet;Andel;2;64;65;1;1955;G - oransje;2350000;https://www.finn.no/realestate/homes/ad.html?finnkode=238520379;238520379
Leilighet;Andel;1;47;47;1;1962;G - oransje;2800000;https://www.finn.no/realestate/homes/ad.html?finnkode=238503490;238503490
Enebolig;Eier (Selveier);5;196;243;;1968;F - oransje;3350000;https://www.finn.no/realestate/homes/ad.html?finnkode=238519895;238519895
Leilighet;Eier (Selveier);1;41;41;3;1992;F - rød;2500000;https://www.finn.no/realestate/homes/ad.html?finnkode=231140410;231140410
Leilighet;Eier (Selveier);3;263;264;2;1905;G - oransje;27500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238519717;238519717
Leilighet;Eier (Selveier);1;45;47;1;1995;F - rød;2190000;https://www.finn.no/realestate/homes/ad.html?finnkode=238475658;238475658
Enebolig;Eier (Selveier);4;176;182;3;2018;B - rød;7690000;https://www.finn.no/realestate/homes/ad.html?finnkode=238350691;238350691
Leilighet;Andel;1;56;56;2;1965;F - lysegrønn;2100000;https://www.finn.no/realestate/homes/ad.html?finnkode=238392687;238392687
